bib_id,title,note_num,note_text,note_type,record_total_notes,record_typed_notes,w_count,o_count,a_count,aw_count,ow_count,source
13195481,880-02 ʻAlam al-malāḥah fī ʻilm al-filāḥah : manuscript / ʻAbd al-Ghanī al-Nābulusī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm, wa-Allāh bi-kull shayʼ ʻalīm. al-Ḥamdu lillāh alladhī anzala min al-samāʼ māʼan fa-aḥyā bi-hi al-arḍ, wa-akhraja thamarāt kull shayʼ bi-qudratih kamā yukhriju al-khalāʼiq yawm al-ʻarḍ, wa-al-ṣalāh wa-al-salām ʻalá Sayyidinā Muḥammad alladhī bayyana la-nā al-mashrūʻ wa-ghayr al-mashrūʻ, wa-kammal bi-al-sunnah wa-alzama bi-al-farḍ ... Ammā baʻd, fa-yaqūlu al-ʻabd ... al-madʻū bi-ʻAbd al-Ghanī ... lammā wajadtu kitāb al-filāḥah al-musammá bi-Jāmiʻ fawāʼid al-malāḥah lil-Shaykh ... Raḍī al-Dīn Abī al-Faḍl Muḥammad ibn Muḥammad ibn Aḥmad al-Ghazzī al-ʻĀmirī al-Shāfiʻī ... kitāb jalīl al-miqdār ʻaẓīm al-nafʻ li-man yuʻānī zirāʻat al-arāḍī wa-tarbiyat al-ashjār wa-lākinnahu mimmā yaḥsunu fīhi al-ikhtiṣār fa-jamaʻtu al-himmah wa-lakhkhaṣtu ghālib mā fīhi min al-masāʼil al-muhimmah ... wa-sammaytuhu 'ʻAlam al-malāḥah fī ʻilm al-filāḥah' ...""",w,14,7,1,4,2,0,0,zoe
13195482,880-02 Taqyīdāt ʻalá Sharḥ al-ʻAllāmah al-Saʻd ʻalá matn al-ʻAqāʼid al-Nasafīyah : manuscript / Muḥammad ibn Aḥmad ibn ʻArafah al-Dasūqī al-Mālikī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh Rabb al-ʻĀlamīn wa-al-ṣalāh wa-al-salām ʻalá Sayyidinā Muḥammad wa-ʻalá ālihi wa-ṣaḥbihi wa-sallam ajmaʻīn. Qawluhu 'al-mutawaḥḥid' min al-tawaḥḥud, wa-min al-maʻlūm anna al-tawaḥḥud ʻalá wazn al-tafaʻʻul wa-ṣīghat al-tafaʻʻul taʼtī li-maʻān ...""",w,10,7,1,4,2,0,0,zoe
13195483,880-02 Mukhtaṣar Qawāʻid al-Zarkashī : manuscript / ʻAbd al-Wahhāb ibn Aḥmad al-Shaʻrānī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. Min mumidd al-kawn astamiddu al-ʻawn. al-Ḥamdu lillāh Rabb al-ʻĀlamīn wa-ashhadu an lā ilāh illā Allāh al-malik al-ḥaqq al-mubīn, wa-ashhadu anna Muḥammadan ʻabduhu wa-rasūluhu sayyid al-awwalīn wa-al-ākharīn. Allāhumma ṣalli wa-sallam ʻalayhi wa-ʻalá sāyir al-anbiyāʼ wa-al-mursalīn wa-ʻalá ālihim wa-ṣaḥbihim ajmaʻīn. Wa-baʻd, fa-hādhihi qawāʻid ʻaẓīmah yaḥtāju ilayhā kull faqīh intakhabtuhā min kitāb al-Qawāʻid lil-Shaykh al-Imām al-ʻālim al-Shaykh Badr al-Dīn al-Zarkashī raḥimahu Allāh taʻālá, fa-man raʼá fī hādhihi al-qawāʻid khaṭaʼan aw taḥrīfan fa-li-yurājiʻ aṣlahu, fa-rubbamā yakūnu dhālika min sūʼ fahmī, wa-Allāh fī ʻawn al-ʻabd mā kāna al-ʻabd fī ʻawn akhīh, wa-rattabtuhā tibʻan li-aṣlihā ʻalá ḥurūf al-muʻjam tasʹhīlan lil-ṭālib ...""",w,13,7,1,4,2,0,0,zoe
13195484,880-03 al-Maqāmāt al-Ḥarīrīyah : manuscript / al-Qāsim ibn ʻAlī al-Ḥarīrī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. Qāla al-Shaykh al-ajall al-awḥad Abū Muḥammad al-Qāsim ibn ʻAlī ibn Muḥammad ibn ʻUthmān al-Ḥarīrī al-Baṣrī, barrada Allāh maḍjaʻahu: Allāhumma innā naḥmaduka ʻalá mā ʻallamta min al-bayān wa-alhamta min al-tibyān kamā naḥmaduka ʻalá mā asbaghta min al-ʻaṭāʼ wa-asbalta min al-ghiṭāʼ wa-naʻūdhu bi-ka min shirrat al-lasn wa-fuḍūl al-hadhī ...""",w,11,7,1,4,2,0,0,zoe
13195485,880-02 Ḥāshiyat al-Amīr al-Kabīr ʻalá Sharḥ al-Samarqandīyah lil-Mullawī : manuscript / Muḥammad ibn Muḥammad al-Amīr al-Kabīr.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamd al-ḥaqīqī laka minka yā ḥamīd yā majīd, fa-innamā majāz ḥamdinā takhyīl istiʻārah fī iṭlāq al-tajrīd, wa-rashshiḥ Allāhumma asrāranā bi-an taḍmura fī nufūsinā shuhūd waḥdatik al-aṣlīyah maʻa istiʻmālinā fī mursal tabʻīyat mursalika fī bayān al-ʻalāqāt al-marḍīyah, ṣallá Allāh ʻalayhi wa-ʻalá ālihi wa-sallama wa-sharrafa wa-majjada wa-karram. Āmīn. Ammā baʻd, fa-yaqūlu Muḥammad al-Amīr al-Miṣrī al-Azʹharī: Hādhā mā narjū Allāh taʻālá fīhi ʻalá sharḥ Shaykhinā wa-shaykh mashāyikhinā wa-mashāyikhihim al-ʻAllāmah al-Mullawī ʻalá al-istiʻārāt ...""",w,12,7,1,4,2,0,0,zoe
13195489,880-03 al-Risālah al-Qushayrīyah : manuscript / ʻAbd al-Karīm ibn Hawāzin al-Qushayrī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh alladhī tafarrada bi-jalāl malakūtih wa-tawaḥḥada bi-jamāl jabarūtih wa-taʻazzaza bi-ʻulū aḥadīyatih wa-taqaddasa bi-sumū ṣamadīyatih wa-takabbara fī dhātih ʻan muḍāraʻat kull naẓīr wa-tanazzaha fī ṣifātih ʻan kull tanāhin wa-quṣūr ...""",w,12,7,1,4,2,0,0,zoe
13202368,880-02 Fatʹḥ al-mutaʻāl ʻalá al-qaṣīdah al-musammāh bi-Lāmīyat al-afʻāl : manuscript / Ḥamad ibn Muḥammad al-Ṣaʻīdī al-Mālikī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi thiqatī wa-tawakkulī. al-Ḥamdu lillāh ʻalá afḍālih wa-al-ṣalāh wa-al-salā[m] ʻalá Sayyidinā Muḥammad wa-ālihi. Wa-baʻd fa-yaqūlu aḥwaj al-ʻibād wa-akhfaḍ al-ʻabīd Ḥamad ibn Muḥammad al-Ṣaʻīd[ī] al-Mālikī ghafara Allāh la-hu wa-li-wālidayh wa-li-ikhwānihi al-Muslimīn. Āmīn. Hādhā taʻlīq laṭīf ʻalá manẓūmat al-Imām Abī ʻAbd Allāh Jamāl al-Dīn Muḥammad ibn ʻAbd Allāh ibn Mālik al-Andalusī al-Jayyānī al-Naḥwī al-Lughawī al-Ṣarf[ī] iqtaṣartu fīhi ʻalá ḥall alfāẓihā wa-bayān murādihā ...""",w,9,7,1,4,2,0,0,zoe
13202376,880-02 al-Minaḥ al-Ilāhīyah bi-sharḥ baʻḍ al-awrād al-Bakrīyah : manuscript / ʻAlī ibn ʻAbd al-Barr al-Wanāʼī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh al-ʻalī al-ʻaẓīm dhī al-kamāl alladhī lā tudriku al-ʻuqūl minhu shayʼan wa-lā talmaḥu minhu lamḥatan wa-lā taḥtamilu al-afkār al-salīmah ẓuhūr athar min āthārih illā bi-imdād minhu wa-manḥih ... Wa-baʻd fa-yaqūlu al-faqīr ilá mawlāh ʻAlī ibn ʻAbd al-Barr al-Ḥasanī al-Wanāʼī al-Shāfiʻī ... Hādhā sharḥ laṭīf ʻalá Awrād al-ṣabāḥ wa-al-masāʼ wa-al-ṣalawāt al-khams lil-Imām al-humām Sayyidī Muṣṭafá al-Bakrī, qaddasa Allāh sirrahu, fa-innahā zād al-musāfir wa-bi-hā yakūnu al-murīd bi-āmālihi ẓāfir ...""",w,12,6,1,3,2,0,0,zoe
13202380,880-02 Risālah fī sharḥ qawlihi taʻālá Innamā yaʻmuru masājida Allāh : manuscript / ʻUmar ibn ʻAlī al-Ṭaḥlāwī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-ālih. Ḥamdan li-man naḍḍara wujūh ahl al-Ḥadīth wa-ṣalātan wa-salāman ʻalá khayr rasūl nazala ʻalayhi aḥsan al-Ḥadīth wa-ʻalá ālihi al-aʻlām wa-ṣaḥābatihi wa-dhurrīyatihi al-kirām mā ʻummirat fī al-arḍ masājid wa-taqarraba ilá Allāh rākiʻ wa-sājid. Rabbi waffiqnī fa-lā aʻdilu ʻan sunan al-sāʻīn fī khayr sanan. Wa-baʻd fa-yaqūlu afqar al-ʻibād li-raḥmat rabbihi yawm al-tanād ʻUmar ibn ʻAlī al-Ṭaḥlāwī al-Mālikī al-Azʹharī: Lammā anʻama Allāh ʻalayya bi-al-tawajjuh ilá al-diyār al-Rūmīyah wa-al-aʻtāb al-sharīfah al-Khāqānīyah sāḥat malik salāṭīn al-Islām Mawlānā al-Sulṭān rafīʻ al-majd wa-al-shān al-mughāzī fī sabīl Allāh Maḥmūd Khān ...""",w,10,7,1,4,2,0,0,zoe
13202389,880-02 al-Maqālah al-sanīyah li-dalāʼil al-ashkāl al-ramlīyah : manuscript / Abū ʻAbd Allāh al-Zinātī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi nastaʻīn. Qul lā yaʻlamu man fī al-samāwāt wa-al-arḍ al-ghayb illā Allāh. al-Ḥamdu lillāh Rabb al-ʻĀlamīn wa-al-ṣalāh wa-al-salām ʻalá Sayyidinā Muḥammad khātim al-anbiyāʼ wa-al-mursalīn wa-raḍiya Allāh ʻan ālihi wa-aṣḥābihi wa-al-tābiʻīn la-hu bi-iḥsān ilá yawm al-dīn. Qāla al-Imām al-ʻālim al-ʻallāmah Abū ʻAbd Allāh al-Zinātī ʻafá Allāh ʻanhu bi-mannihi wa-karamih: Iʻlam ayyuhā al-ṭālib li-ʻilm al-athar wa-mūḍiḥ al-khabar sa-ūḍiḥu laka ʻan kull marmūz wa-mustatir thumma wa-iʻlam anna ʻilm al-raml al-maʻrūf bi-ʻilm al-athar mā huwa illā ʻilm maʼthūr wa-bi-al-adillah al-muʻtamadah mashhūr ḥaythu mā khaṭṭahu al-amīn Jubrāyīl ʻalayhi al-salām li-Nabī Allāh Idrīs ...""",w,10,7,1,4,2,0,0,zoe
13202396,880-02 al-Aḥkām al-muhimmah fī shurūṭ Ahl al-Dhimmah : manuscript / Ḍiyāʼ al-Dīn Abū al-Hudá ʻAlamī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh munshiʼ saḥāb al-maʻrifah fī samāʼ al-adhhān wa-muṭliʻ shams al-ʻināyah min mashriq al-fahm wa-maṭlaʻ al-bayān wa-munawwir al-jawāriḥ bi-ṣifāt al-ʻibādah wa-anwār al-īmān, wa-ashhadu an lā ilāha illā Allāh shahādata man waḥḥadahu ʻalá al-mushāhadah wa-al-ʻayān wa-ashhadu anna Muḥammadan ʻabduhu wa-rasūluhu al-mabʻūth lil-kāffah min ḍiʼḍiʼ Maʻadd ibn ʻAdnān, ṣallá Allāh ʻalayhi wa-ʻalá ālihi wa-aṣḥābihi al-makhṣūṣīn bi-al-riḍwān ... fa-qaṣada al-Amīr al-kabīr Sayf al-Dīn al-Mahrānī al-muʻadd la-hum wa-al-muḥakkam fīhim al-muʻayyan bayna al-aʻyān an adhkura la-hu mā warada fī dhālika min al-shurūṭ li-yakūna ḥujjah ʻinda al-imtiḥān fa-istakhartu Allāh wa-jamaʻtuhu bi-ḥaythu lā yaṭʻanu fīhi insān wa-sammaytuhu al-Aḥkām al-muhimmah fī shurūṭ Ahl al-Dhimmah ...""",w,11,7,1,4,2,0,0,zoe
13211813,880-01 Ashkāl al-taʼsīs min Kitāb Iqlīdis : manuscript.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh Rabb al-ʻĀlamīn wa-al-ṣalāh ʻalá Nabīyihi Muḥammad wa-ālihi wa-aṣḥābihi al-ṭāhirīn. Wa-baʻd, fa-inna jamāʻah min al-fuḍalāʼ wa-ṭāʼifah min al-aṣdiqāʼ iltamasū minnī risālah takūnu muqaddimah wa-ālah fī iqtināʼ barāhīn al-ʻulūm al-ḥisābīyah ka-al-aʻmāl al-jabrīyah wa-al-misāḥīyah wa-dhālika muʼassas ʻalá ashkāl al-taʼsīs min Kitāb Iqlīdis wa-hiya ashkāl sharīfah yabtanī ʻlayhā barāhīn al-handasīyāt wa-yantahī ilayhā masāʼil al-riyāḍīyāt ...""",w,11,6,1,3,2,0,0,zoe
13211824,880-02 Faṣl al-khiṭāb fī uṣūl lughat al-Aʻrāb : manuscript / Nāṣīf ibn ʻAbd Allāh al-Yāzijī al-Lubnānī.,3,"Incipit: ""Bismillāh al-Fattāḥ. al-Ḥamdu lillāh alladhī ʻilmuhu yastaghriqu al-asmāʼ wa-al-afʻāl wa-bi-yadihi al-taṣrīf wa-al-salāmah wa-al-ṣiḥḥah wa-al-iʻlāl ḥamdan yuzlifunā ilayh yawma tablá al-sarāʼir wa-taẓhar al-ḍamāʼir. Ammā baʻd, fa-hādhā mukhtaṣar jaʻaltuhu ka-al-bāb fī qawāʻid al-taṣrīf wa-al-iʻrāb tastaʻīnu bi-hi al-ṭalabah al-aṣāghir ʻalá al-dukhūl ilá majlis al-akābir wa-qad sammaytuhu Faṣl al-khiṭāb fī uṣūl lughat al-Aʻrāb ...""",w,11,7,1,4,2,0,0,zoe
13211828,880-02 Ikmāl al-dīn wa-itmām al-niʻmah : manuscript / Abū Jaʻfar Muḥammad ibn ʻAlī ibn al-Ḥusayn ibn Mūsá ibn Bābawayh al-Qummī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. Rabbi aʻin wa-waffiq ʻalá itmāmih. al-Ḥamdu lillāh al-wāḥid al-aḥad, al-fard al-ṣamad, al-qādir al-ʻalīm al-ḥakīm, taqaddasa wa-taʻālá ʻan ṣifāt al-makhlūqīn, dhī al-jalāl wa-al-ikrām wa-[...] wa-al-inʻām alladhī la-hu al-asmāʼ al-ḥusná wa-al-amthāl al-ʻulyā wa-al-ḥikmah al-bālighah ...""",w,13,7,1,4,2,0,0,zoe
13211829,880-02 Irshād al-sārī fī sharḥ al-Bukhārī. Volume 2 : manuscript / Aḥmad ibn Muḥammad al-Qasṭallānī.,3,"Incipit: Starts with ""Bāb al-fitan. Bi-ʻawn Allāh wa-qūwatih bi-al-tanwīn yadhkuru fīhi qawlahu ṣallá Allāh ʻalayhi wa-sallam: 'Man aḥabba liqāʼ Allāh aḥabba Allāh liqāʼah' ...""",w,13,7,1,4,2,0,0,zoe
