bib,title,note_num,note_text,note_type,record_total_notes,record_typed_notes,o_count,w_count,a_count,aw_count,ow_count,source
13195485,880-02 Ḥāshiyat al-Amīr al-Kabīr ʻalá Sharḥ al-Samarqandīyah lil-Mullawī : manuscript / Muḥammad ibn Muḥammad al-Amīr al-Kabīr.,6,Binding: Unbound (in 3 quires).,o,12,7,4,1,2,0,0,zoe
13195485,880-02 Ḥāshiyat al-Amīr al-Kabīr ʻalá Sharḥ al-Samarqandīyah lil-Mullawī : manuscript / Muḥammad ibn Muḥammad al-Amīr al-Kabīr.,7,"In medium size Maghribi script, in black ink, on white paper; some markings in red; the statements of al-Mullawī are preceded by the word ""Qawluhu"" (his statement) in red; catchwords.",o,12,7,4,1,2,0,0,zoe
13195489,880-03 al-Risālah al-Qushayrīyah : manuscript / ʻAbd al-Karīm ibn Hawāzin al-Qushayrī.,4,Secundo folio: wa-aqnaʻu wa-arḍá bi-mā yuʻṭī.,o,12,7,4,1,2,0,0,zoe
13195489,880-03 al-Risālah al-Qushayrīyah : manuscript / ʻAbd al-Karīm ibn Hawāzin al-Qushayrī.,5,16.5 x 23.5 cm; written surface: 9 x 18 cm; 15 lines per page.,o,12,7,4,1,2,0,0,zoe
13195489,880-03 al-Risālah al-Qushayrīyah : manuscript / ʻAbd al-Karīm ibn Hawāzin al-Qushayrī.,6,Binding: Unbound.,o,12,7,4,1,2,0,0,zoe
13195489,880-03 al-Risālah al-Qushayrīyah : manuscript / ʻAbd al-Karīm ibn Hawāzin al-Qushayrī.,7,"In fair naskh script, in black ink, on white paper; some keywords in red; extensive commentaries on the margins and interlinear; catchwords.",o,12,7,4,1,2,0,0,zoe
13202255,Sir Harry Trelawny diary : manuscript.,3,Bound in original marbled paper wrappers.,o,3,2,1,0,1,0,0,zoe
13202368,880-02 Fatʹḥ al-mutaʻāl ʻalá al-qaṣīdah al-musammāh bi-Lāmīyat al-afʻāl : manuscript / Ḥamad ibn Muḥammad al-Ṣaʻīdī al-Mālikī.,4,Secundo folio: wa-ishtaqqahu min wasam,o,9,7,4,1,2,0,0,zoe
13202368,880-02 Fatʹḥ al-mutaʻāl ʻalá al-qaṣīdah al-musammāh bi-Lāmīyat al-afʻāl : manuscript / Ḥamad ibn Muḥammad al-Ṣaʻīdī al-Mālikī.,5,17 x 24.5 cm; written surface: 9.5 x 15.5 cm; 23 lines per page.,o,9,7,4,1,2,0,0,zoe
13202368,880-02 Fatʹḥ al-mutaʻāl ʻalá al-qaṣīdah al-musammāh bi-Lāmīyat al-afʻāl : manuscript / Ḥamad ibn Muḥammad al-Ṣaʻīdī al-Mālikī.,6,Binding: Unbound (in one quire).,o,9,7,4,1,2,0,0,zoe
13202368,880-02 Fatʹḥ al-mutaʻāl ʻalá al-qaṣīdah al-musammāh bi-Lāmīyat al-afʻāl : manuscript / Ḥamad ibn Muḥammad al-Ṣaʻīdī al-Mālikī.,7,"In fair naskh script, in black ink on white paper with some notes and corrections on the margins; catchwords.",o,9,7,4,1,2,0,0,zoe
13202374,880-02 al-Jawhar al-maknūn fī ṣadaf al-thalāthat al-funūn : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,4,Secundo folio: multaqiṭan min durar al-Talkhīṣi.,o,12,6,4,0,2,0,0,zoe
13202374,880-02 al-Jawhar al-maknūn fī ṣadaf al-thalāthat al-funūn : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,5,16 x 23.5 cm; written surface: 11.5 x 18 cm; 23 lines per page.,o,12,6,4,0,2,0,0,zoe
13202374,880-02 al-Jawhar al-maknūn fī ṣadaf al-thalāthat al-funūn : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,6,Binding: Unbound (in 1 quire).,o,12,6,4,0,2,0,0,zoe
13202374,880-02 al-Jawhar al-maknūn fī ṣadaf al-thalāthat al-funūn : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,7,"In beautiful naskh script, in black ink, on white paper; headings and markings in red; extensive commentaries on the margins and interlinear; catchwords.",o,12,6,4,0,2,0,0,zoe
13202376,880-02 al-Minaḥ al-Ilāhīyah bi-sharḥ baʻḍ al-awrād al-Bakrīyah : manuscript / ʻAlī ibn ʻAbd al-Barr al-Wanāʼī.,4,Secundo folio: al-Bakrī qaddasa Allāh sirrah.,o,12,6,3,1,2,0,0,zoe
13202376,880-02 al-Minaḥ al-Ilāhīyah bi-sharḥ baʻḍ al-awrād al-Bakrīyah : manuscript / ʻAlī ibn ʻAbd al-Barr al-Wanāʼī.,5,16 x 21.5 cm; written surface: 11 x 17 cm; 12 lines per page.,o,12,6,3,1,2,0,0,zoe
13202376,880-02 al-Minaḥ al-Ilāhīyah bi-sharḥ baʻḍ al-awrād al-Bakrīyah : manuscript / ʻAlī ibn ʻAbd al-Barr al-Wanāʼī.,6,Binding: Unbound.,o,12,6,3,1,2,0,0,zoe
13202380,880-02 Risālah fī sharḥ qawlihi taʻālá Innamā yaʻmuru masājida Allāh : manuscript / ʻUmar ibn ʻAlī al-Ṭaḥlāwī.,4,Secundo folio: al-fasīḥ fa-lammā shāhadtu.,o,10,7,4,1,2,0,0,zoe
13202380,880-02 Risālah fī sharḥ qawlihi taʻālá Innamā yaʻmuru masājida Allāh : manuscript / ʻUmar ibn ʻAlī al-Ṭaḥlāwī.,5,16 x 21.5 cm; written surface: 8 x 15 cm; 25 lines per page.,o,10,7,4,1,2,0,0,zoe
13202380,880-02 Risālah fī sharḥ qawlihi taʻālá Innamā yaʻmuru masājida Allāh : manuscript / ʻUmar ibn ʻAlī al-Ṭaḥlāwī.,6,Binding: Unbound (in 1 quire).,o,10,7,4,1,2,0,0,zoe
13202380,880-02 Risālah fī sharḥ qawlihi taʻālá Innamā yaʻmuru masājida Allāh : manuscript / ʻUmar ibn ʻAlī al-Ṭaḥlāwī.,7,"In fair naskh script, in black ink, on white paper; keywords and markings in red; catchwords.",o,10,7,4,1,2,0,0,zoe
13202389,880-02 al-Maqālah al-sanīyah li-dalāʼil al-ashkāl al-ramlīyah : manuscript / Abū ʻAbd Allāh al-Zinātī.,4,Secundo folio: huwa ʻilm mawḍūʻ ʻalá al-raml.,o,10,7,4,1,2,0,0,zoe
13202389,880-02 al-Maqālah al-sanīyah li-dalāʼil al-ashkāl al-ramlīyah : manuscript / Abū ʻAbd Allāh al-Zinātī.,5,10.5 x 17 cm; written surface: 9 x 13.5 cm; 15 lines per page.,o,10,7,4,1,2,0,0,zoe
13202389,880-02 al-Maqālah al-sanīyah li-dalāʼil al-ashkāl al-ramlīyah : manuscript / Abū ʻAbd Allāh al-Zinātī.,6,Binding: Unbound.,o,10,7,4,1,2,0,0,zoe
13202389,880-02 al-Maqālah al-sanīyah li-dalāʼil al-ashkāl al-ramlīyah : manuscript / Abū ʻAbd Allāh al-Zinātī.,7,"In fair ruqʻah script, in black ink, on white paper; headings and markings in red; astrological and divination diagrams in black and red; catchwords.",o,10,7,4,1,2,0,0,zoe
13202396,880-02 al-Aḥkām al-muhimmah fī shurūṭ Ahl al-Dhimmah : manuscript / Ḍiyāʼ al-Dīn Abū al-Hudá ʻAlamī.,4,Secundo folio: al-Iskandarīyah ḥamāhu Allāh,o,11,7,4,1,2,0,0,zoe
13202396,880-02 al-Aḥkām al-muhimmah fī shurūṭ Ahl al-Dhimmah : manuscript / Ḍiyāʼ al-Dīn Abū al-Hudá ʻAlamī.,5,16 x 21 cm; written surface: 11.5 x 16 cm; 25 lines per page.,o,11,7,4,1,2,0,0,zoe
13202396,880-02 al-Aḥkām al-muhimmah fī shurūṭ Ahl al-Dhimmah : manuscript / Ḍiyāʼ al-Dīn Abū al-Hudá ʻAlamī.,6,Binding: Unbound (in 1 quire).,o,11,7,4,1,2,0,0,zoe
13202396,880-02 al-Aḥkām al-muhimmah fī shurūṭ Ahl al-Dhimmah : manuscript / Ḍiyāʼ al-Dīn Abū al-Hudá ʻAlamī.,7,"In fair naskh script, in black ink, on white paper; keywords and markings in red; catchwords.",o,11,7,4,1,2,0,0,zoe
13211813,880-01 Ashkāl al-taʼsīs min Kitāb Iqlīdis : manuscript.,4,Secundo folio: wa-al-zāwiyah al-qāʼimah hiya.,o,11,6,3,1,2,0,0,zoe
13211813,880-01 Ashkāl al-taʼsīs min Kitāb Iqlīdis : manuscript.,5,12 x 20 cm; written surface: 6.5 x 13.5 cm; 17 lines per page.,o,11,6,3,1,2,0,0,zoe
13211813,880-01 Ashkāl al-taʼsīs min Kitāb Iqlīdis : manuscript.,6,Binding: In marbled cardboard.,o,11,6,3,1,2,0,0,zoe
13211824,880-02 Faṣl al-khiṭāb fī uṣūl lughat al-Aʻrāb : manuscript / Nāṣīf ibn ʻAbd Allāh al-Yāzijī al-Lubnānī.,4,Secundo folio: al-Bāb al-awwal fī taṣrīf al-afʻāl.,o,11,7,4,1,2,0,0,zoe
13211824,880-02 Faṣl al-khiṭāb fī uṣūl lughat al-Aʻrāb : manuscript / Nāṣīf ibn ʻAbd Allāh al-Yāzijī al-Lubnānī.,5,17.5 x 21.5 cm; written surface: 10.5 x 17 cm; 20 lines per page.,o,11,7,4,1,2,0,0,zoe
13211824,880-02 Faṣl al-khiṭāb fī uṣūl lughat al-Aʻrāb : manuscript / Nāṣīf ibn ʻAbd Allāh al-Yāzijī al-Lubnānī.,6,Binding: In marbled cardboard.,o,11,7,4,1,2,0,0,zoe
13211824,880-02 Faṣl al-khiṭāb fī uṣūl lughat al-Aʻrāb : manuscript / Nāṣīf ibn ʻAbd Allāh al-Yāzijī al-Lubnānī.,7,"In good naskh script, in black ink on white paper; headings in red; catchwords.",o,11,7,4,1,2,0,0,zoe
13211828,880-02 Ikmāl al-dīn wa-itmām al-niʻmah : manuscript / Abū Jaʻfar Muḥammad ibn ʻAlī ibn al-Ḥusayn ibn Mūsá ibn Bābawayh al-Qummī.,4,Secundo folio: wa-qāla innahumā lan yaftariqā.,o,13,7,4,1,2,0,0,zoe
13211828,880-02 Ikmāl al-dīn wa-itmām al-niʻmah : manuscript / Abū Jaʻfar Muḥammad ibn ʻAlī ibn al-Ḥusayn ibn Mūsá ibn Bābawayh al-Qummī.,5,17.2 x 28 cm; written surface: 9 x 18.5 cm; 19 lines per page.,o,13,7,4,1,2,0,0,zoe
13211828,880-02 Ikmāl al-dīn wa-itmām al-niʻmah : manuscript / Abū Jaʻfar Muḥammad ibn ʻAlī ibn al-Ḥusayn ibn Mūsá ibn Bābawayh al-Qummī.,6,Binding: In modern brown leather binding.,o,13,7,4,1,2,0,0,zoe
13211828,880-02 Ikmāl al-dīn wa-itmām al-niʻmah : manuscript / Abū Jaʻfar Muḥammad ibn ʻAlī ibn al-Ḥusayn ibn Mūsá ibn Bābawayh al-Qummī.,7,"In clear and somewhat small naskh script, in black ink on white paper; headings, keywords and markings in red; sometimes the headings are in large black script; about 100 leaves have some repair with some loss of text; extensive marginal notes in different hands; catchwords.",o,13,7,4,1,2,0,0,zoe
13211829,880-02 Irshād al-sārī fī sharḥ al-Bukhārī. Volume 2 : manuscript / Aḥmad ibn Muḥammad al-Qasṭallānī.,4,Secundo folio: innahu lam yuqbaḍ nabī.,o,13,7,4,1,2,0,0,zoe
13211829,880-02 Irshād al-sārī fī sharḥ al-Bukhārī. Volume 2 : manuscript / Aḥmad ibn Muḥammad al-Qasṭallānī.,5,22 x 30.8 cm; written surface: 11.5 x 22 cm; 31 lines per page.,o,13,7,4,1,2,0,0,zoe
13211829,880-02 Irshād al-sārī fī sharḥ al-Bukhārī. Volume 2 : manuscript / Aḥmad ibn Muḥammad al-Qasṭallānī.,6,"Binding: In brown leather binding; both covers embossed with central and corner medallions, edges heavily rubbed; some scuffing; flap missing; cover slightly soiled.",o,13,7,4,1,2,0,0,zoe
13211829,880-02 Irshād al-sārī fī sharḥ al-Bukhārī. Volume 2 : manuscript / Aḥmad ibn Muḥammad al-Qasṭallānī.,7,"In clear and somewhat small naskh script, in black ink on white paper; with original text, headings, keywords and markings in red; numerous marginal notes; about a dozen leaves with marginal repairs with no loss of text; minor wormholes; catchwords.",o,13,7,4,1,2,0,0,zoe
13211834,880-02 Ḥāshiyah ʻalá Marāqī al-falāḥ : manuscript / Aḥmad ibn Muḥammad al-Ṭahṭāwī.,4,Secundo folio: wa-law kāna mutaghayyiran muntinan.,o,12,7,4,1,2,0,0,zoe
13211834,880-02 Ḥāshiyah ʻalá Marāqī al-falāḥ : manuscript / Aḥmad ibn Muḥammad al-Ṭahṭāwī.,5,16.5 x 23.5 cm; written surface: 11 x 17 cm; 21 lines per page.,o,12,7,4,1,2,0,0,zoe
13211834,880-02 Ḥāshiyah ʻalá Marāqī al-falāḥ : manuscript / Aḥmad ibn Muḥammad al-Ṭahṭāwī.,6,"Binding: In modern Islamic style black leather binding with flap. The manuscript should have contained 54 numbered quires of 10 leaves each, however, only the first leaf of quire 1 is present, quire 2 is missing and quire 54 contains 8 leaves with nothing missing; all the quires are loose within the binding.",o,12,7,4,1,2,0,0,zoe
13211834,880-02 Ḥāshiyah ʻalá Marāqī al-falāḥ : manuscript / Aḥmad ibn Muḥammad al-Ṭahṭāwī.,7,"In clear naskh script, in black ink on glossy white paper; with keywords and markings in red; text within double red frame; many wormholes, mainly on the margins; some corrections on the margins; catchwords.",o,12,7,4,1,2,0,0,zoe
13211838,880-02 Marāqī al-falāḥ bi-imdād al-Fattāḥ sharḥ Nūr al-īḍāḥ wa-najāt al-arwāḥ : manuscript / Ḥasan ibn ʻAmmār al-Shurunbulālī.,4,Secundo folio: wa-al-ṭahārah bi-fatḥ al-Ṭāʼ.,o,13,7,4,1,2,0,0,zoe
13211838,880-02 Marāqī al-falāḥ bi-imdād al-Fattāḥ sharḥ Nūr al-īḍāḥ wa-najāt al-arwāḥ : manuscript / Ḥasan ibn ʻAmmār al-Shurunbulālī.,5,15.5 x 20.5 cm; written surface: 9 x 14.5 cm; 19 lines per page.,o,13,7,4,1,2,0,0,zoe
13211838,880-02 Marāqī al-falāḥ bi-imdād al-Fattāḥ sharḥ Nūr al-īḍāḥ wa-najāt al-arwāḥ : manuscript / Ḥasan ibn ʻAmmār al-Shurunbulālī.,6,Binding: In modern black leather binding with flap.,o,13,7,4,1,2,0,0,zoe
13211838,880-02 Marāqī al-falāḥ bi-imdād al-Fattāḥ sharḥ Nūr al-īḍāḥ wa-najāt al-arwāḥ : manuscript / Ḥasan ibn ʻAmmār al-Shurunbulālī.,8,"In clear naskh script, in black ink on glossy white paper; with keywords and markings in red; many wormholes, mainly on the margins, with some loss of text; catchwords.",o,13,7,4,1,2,0,0,zoe
13215328,[Psalter].,2,Accompanied by ceremonial horsehair whisk.,o,3,1,1,0,0,0,0,zoe
13224126,John Ray annotations in Ausonius Popma's De usu antiquae locutionis libri duo : manuscript.,1,Ownership inscription on title page: Joannes Ray.,o,4,2,2,0,0,0,0,zoe
13224126,John Ray annotations in Ausonius Popma's De usu antiquae locutionis libri duo : manuscript.,4,Binding: contemporary limp manuscript waste wrapper.,o,4,2,2,0,0,0,0,zoe
13225978,880-03 Tafsīr Abī al-Saʻūd : al-musammá Irshād al-ʻaql al-salīm ilá mazāyā al-Kitāb al-Karīm : manuscript / Muḥammad ibn Muḥammad Abū al-Saʻūd.,4,Secundo folio: al-iṣṭiyād fī al-barr,o,10,7,4,1,2,0,0,zoe
13225978,880-03 Tafsīr Abī al-Saʻūd : al-musammá Irshād al-ʻaql al-salīm ilá mazāyā al-Kitāb al-Karīm : manuscript / Muḥammad ibn Muḥammad Abū al-Saʻūd.,5,18 x 27.2 cm; written surface: 10 x 18.5 cm; 21 lines per page.,o,10,7,4,1,2,0,0,zoe
13225978,880-03 Tafsīr Abī al-Saʻūd : al-musammá Irshād al-ʻaql al-salīm ilá mazāyā al-Kitāb al-Karīm : manuscript / Muḥammad ibn Muḥammad Abū al-Saʻūd.,6,Binding: In dark brown leather binding (in 45 quires; some numbered). Covers embossed with beautiful central medallions.,o,10,7,4,1,2,0,0,zoe
13225978,880-03 Tafsīr Abī al-Saʻūd : al-musammá Irshād al-ʻaql al-salīm ilá mazāyā al-Kitāb al-Karīm : manuscript / Muḥammad ibn Muḥammad Abū al-Saʻūd.,7,"In good naskh/ruqʻah script, in black ink on glossy white paper; with markings in red; at the head of the text on folio 3b a decoration in gold and blue; some corrections on the margins; text within black and gold frames; catchwords.",o,10,7,4,1,2,0,0,zoe
13225986,880-02 Multaqá al-abḥur : manuscript / Ibrāhīm ibn Muḥammad al-Ḥalabī.,4,Secundo folio: sahlah ghayr mughlaqah.,o,13,7,4,1,2,0,0,zoe
13225986,880-02 Multaqá al-abḥur : manuscript / Ibrāhīm ibn Muḥammad al-Ḥalabī.,5,13.5 x 20 cm; written surface: 6 x 13.5 cm; 19 lines per page.,o,13,7,4,1,2,0,0,zoe
13225986,880-02 Multaqá al-abḥur : manuscript / Ibrāhīm ibn Muḥammad al-Ḥalabī.,6,Binding: In marbled cardboard binding; flap missing.,o,13,7,4,1,2,0,0,zoe
13225986,880-02 Multaqá al-abḥur : manuscript / Ibrāhīm ibn Muḥammad al-Ḥalabī.,7,"In good medium naskh script, in black ink on white paper; headings and markings in red; extensive commentaries on the margins; catchwords.",o,13,7,4,1,2,0,0,zoe
13226081,880-03 al-Tabṣirah : manuscript / Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī ibn al-Jawzī.,4,Secundo folio: Qum yā ghafūlan ʻan wiṣāl ḥabībihi.,o,11,7,4,1,2,0,0,zoe
13226081,880-03 al-Tabṣirah : manuscript / Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī ibn al-Jawzī.,5,17.5 x 26.5 cm; written surface: 13.5 x 22.5 cm; 23-24 lines per page.,o,11,7,4,1,2,0,0,zoe
13226081,880-03 al-Tabṣirah : manuscript / Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī ibn al-Jawzī.,6,Binding: In loose marbled cardboard binding.,o,11,7,4,1,2,0,0,zoe
13226081,880-03 al-Tabṣirah : manuscript / Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī ibn al-Jawzī.,7,"In fair naskh script, in black ink on white aging paper; headings, keywords and markings in red; some notes and corrections on the margins; on the margins of some leaves are inscribed the words ""waqf"" (endowment); catchwords.",o,11,7,4,1,2,0,0,zoe
