bib,title,note_num,note_text,original_type,reviewer_1_id,reviewer_1_review,reviewer_1_type,reviewer_1_rationale
17516972,"""Men's shoes in extra wide widths"" store sign.",1,Source - Sam Goldstein.,w,zid,n,,
17516981,"Shipboard diary, Walter Dutton, England to Australia, 1858.",3,"The Sarah Dixon was built at the Dixon shipyard on the Tantramar River in Sackville, New Brunswick, Canada, and launched on 18 September 1856. It made only two voyages to Australia. The first left Liverpool on 13 June 1857 under W. Salt as Master and arrived at Port Phillip Bay on 12 September 1857, returning to Britain via Guam. The second voyage, on which Walter Dutton travelled, departed Liverpool on 29 August 1858, again under W. Salt, and arrived at Port Melbourne on 6 December 1858. It was carrying 9 first-class and 190 intermediate & steerage class passengers and a cargo of machinery. The Sarah Dixon departed Melbourne on 17 January 1859 bound for Bassein under ballast. In March 1859, the ship struck Baroguy Shoal in the Gulf of Marinban, near Rangoon, Burma and was a total loss.",?,zid,n,,
17516993,"A short guide for intending emigrants to Victoria, the garden state of Australia.",2,Front cover features the 'Advance Australia' coat of arms (which was in use until the Commonwealth coat of arms was introduced in 1908). This coat of arms is also presented in an inverted configuration.,w,zid,n,,
17516996,Off to school in the Australian bush : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,zid,n,,
17516997,Stripping an average Australian wheat crop : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,zid,n,,
17516998,Harvest-time in Australia : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,zid,n,,
17516999,Breaking land for an orchard : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,zid,n,,
17517000,Timber tramway in a beautiful setting : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,zid,n,,
17517001,Mustering on a sheep station : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,zid,n,,
17517002,A teamster's camp in Australia carting wheat to a railway station : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,zid,n,,
17517042,"Sailing bills for Shaw Savill and Blue Funnel joint service, Liverpool to Australia.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517043,"Brochure for Dominion Monarch, Shaw Savill Line, England-South Africa-Australia-New Zealand.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517044,"Shaw Savill Lines, England, South Africa, Australia and New Zealand : fare schedule.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517045,"Passenger list : Shaw Savill and Albion Line, R.M.S. Ionic.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517046,"Passenger list : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal, R.M.S. Corinthic.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517047,"Unused passengers log : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517048,"Shaw Savill & Albion Co. Royal Mail steamship line : London & Plymouth to Teneriffe, Capetown, Tasmania (Hobart), Australia & New Zealand : official guide and handbook, 1910.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517049,"Programme of entertainment in aid of the Liverpool seamen's orphanage on board R.M.S. Runic, Shaw Savill and Albion Line.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517050,"Timetable of Royal Mail steamers between London and New Zealand, Shaw Savill and Albion Co. Limited.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517051,"Christmas menus from R.M.S. Gothic, Shaw Savill and Albion (White Star Line).",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517052,"Concert programme on board R.M.S. Doric, Shaw Savill and Albion Line, in aid of Dreadnought Seamans Hospital.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517053,"Sailing bill for Shaw Savill and Albion, Royal Mail steamers to and from New Zealand with fleet and fares.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517054,"Passenger list and log for R.M.S. Tainui, Shaw Savill and Albion Line : London-Plymouth-The Cape of Good Hope-Tasmania-New Zealand.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517055,"Passenger list and log for R.M.S. Ionic, Shaw Savill and Albion Line : London-Plymouth-Tenerife-The Cape of Good Hope-Tasmania-New Zealand.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517056,"Plan of poop accommodation for clipper ship Monarch and sailing bill for Shaw Savill and Albion, Royal Mail steamers between London and New Zealand with fleet and timetables.",1,From collection: Shaw Savill & Albion Company Papers,w,zid,n,,
17517112,J. Bruce Ismay account book.,1,From collection: Papers Regarding Ismay and The White Star Line,w,zid,n,,
17517113,Sailing cards for the Liverpool to New York service on the National Line.,1,From collection: Papers Regarding Ismay and The White Star Line,w,zid,n,,
17517114,Correspondence and accounts of T. H. Ismay and J. B. Ismay.,1,From collection: Papers Regarding Ismay and The White Star Line,w,zid,n,,
17517115,Collection of correspondence regarding the organisation of papers and old account books after the death of Thomas H. Ismay.,1,From collection: Papers Regarding Ismay and The White Star Line,w,zid,n,,
17517116,List of T. H. Ismay's papers.,1,From collection: Papers Regarding Ismay and The White Star Line,w,zid,n,,
17517117,Purchase agreement from the Oceanic Steam Navigation Company.,1,From collection: Papers Regarding Ismay and The White Star Line,w,zid,n,,
17517145,Sailing cards. Volume I.,1,From collection: The Gracie Beazley Collection,w,zid,n,,
17517146,Sailing cards. Volume II.,1,From collection: The Gracie Beazley Collection,w,zid,n,,
17517178,"Canada and North America : settlers, 1819. Volume 1, A to L.",2,This volume includes searchable printed documents.,a,zid,n,,
