bib_id,title,note_num,note,type,source
3495894,Madḥ al-saʻy wa-dhamm al-baṭālah. -- [ca. 17--].,3,With: 15 other titles.,,will
3495894,Madḥ al-saʻy wa-dhamm al-baṭālah. -- [ca. 17--].,4,No. 3 of 16 items bound together.,,will
3495934,Risālah fī al-waqf ʻalá al-awlād. -- [ca. 17--].,1,Also known as: Risālah fī masʼilah dukhūl walad al-bint fī al-mawqūf ʻalá awlād al-awlād.,,will
3495934,Risālah fī al-waqf ʻalá al-awlād. -- [ca. 17--].,2,Small Turkish naskhī.,,will
3495934,Risālah fī al-waqf ʻalá al-awlād. -- [ca. 17--].,3,With: 15 other titles.,,will
3495934,Risālah fī al-waqf ʻalá al-awlād. -- [ca. 17--].,4,No. 4 of 16 items bound together.,,will
3495941,Risālah fī ṭafrat al-Naẓẓām / li-Ibn al-Kamāl. -- [ca. 17--].,1,Also known as: Risālah fī ḥaqīqat al-ṭafrah wa-ḥaqīqat al-jism.,,will
3495941,Risālah fī ṭafrat al-Naẓẓām / li-Ibn al-Kamāl. -- [ca. 17--].,2,Small Turkish naskhī.,,will
3495941,Risālah fī ṭafrat al-Naẓẓām / li-Ibn al-Kamāl. -- [ca. 17--].,3,With: 15 other titles.,,will
3495941,Risālah fī ṭafrat al-Naẓẓām / li-Ibn al-Kamāl. -- [ca. 17--].,4,No. 5 of 16 items bound together.,,will
3495949,Risālah fī sharḥ al-maqālah al-mansūbah ilá ṣāḥib al-mawāqif fī taḥqīq al-kalām al-nafsī / li-Ibn Kamāl. -- [ca. 17--].,1,Also known as: Risālah fī al-kalām al-nafsī.,,will
3495949,Risālah fī sharḥ al-maqālah al-mansūbah ilá ṣāḥib al-mawāqif fī taḥqīq al-kalām al-nafsī / li-Ibn Kamāl. -- [ca. 17--].,2,Also known as: Risālah fī sharḥ al-maqālah al-mufradah al-mansūbah ilá al-ʻallāmah ʻAḍud al-Millah wa-al-Dīn ʻAbd al-Raḥmān Aḥmad al-j̄ī.,,will
3495949,Risālah fī sharḥ al-maqālah al-mansūbah ilá ṣāḥib al-mawāqif fī taḥqīq al-kalām al-nafsī / li-Ibn Kamāl. -- [ca. 17--].,3,Small Turkish naskhī.,,will
3495949,Risālah fī sharḥ al-maqālah al-mansūbah ilá ṣāḥib al-mawāqif fī taḥqīq al-kalām al-nafsī / li-Ibn Kamāl. -- [ca. 17--].,4,With: 15 other titles.,,will
3495949,Risālah fī sharḥ al-maqālah al-mansūbah ilá ṣāḥib al-mawāqif fī taḥqīq al-kalām al-nafsī / li-Ibn Kamāl. -- [ca. 17--].,5,No. 6 of 16 items bound together.,,will
3495954,Risālah fī mā yataʻallaqu bi-masʼalat khalq al-Qurʼān. -- [ca. 17--].,1,Small Turkish naskhī.,,will
3495954,Risālah fī mā yataʻallaqu bi-masʼalat khalq al-Qurʼān. -- [ca. 17--].,2,With: 15 other titles.,,will
3495954,Risālah fī mā yataʻallaqu bi-masʼalat khalq al-Qurʼān. -- [ca. 17--].,3,No. 7 of 16 items bound together.,,will
3495958,Risālah fī iʻjāz al-Qurʼān / li-Ibn al-Kamāl. -- [ca. 17--].,1,With: 15 other titles.,,will
3495958,Risālah fī iʻjāz al-Qurʼān / li-Ibn al-Kamāl. -- [ca. 17--].,2,No. 8 of 16 items bound together.,,will
3495962,Risālah fī taḥqīq al-muʻjizah. -- [ca. 17--].,1,Occasional marginalia.,,will
3495962,Risālah fī taḥqīq al-muʻjizah. -- [ca. 17--].,2,Small Turkish naskhī.,,will
3495962,Risālah fī taḥqīq al-muʻjizah. -- [ca. 17--].,3,With: 15 other titles.,,will
3495962,Risālah fī taḥqīq al-muʻjizah. -- [ca. 17--].,4,No. 9 of 16 items bound together.,,will
3495966,Risālah fī afḍalīyat Muḥammad / li-Ibn al-Kamāl. -- [ca. 17--].,1,Also known as: Risālah fī anna Rasūl Allāh ʻam akmal al-anbiyāʼ wa-afḍal al-rusul.,,will
3495966,Risālah fī afḍalīyat Muḥammad / li-Ibn al-Kamāl. -- [ca. 17--].,2,Some marginalia.,,will
3495966,Risālah fī afḍalīyat Muḥammad / li-Ibn al-Kamāl. -- [ca. 17--].,3,Small Turkish naskhī.,,will
3495966,Risālah fī afḍalīyat Muḥammad / li-Ibn al-Kamāl. -- [ca. 17--].,4,With: 15 other titles.,,will
3495966,Risālah fī afḍalīyat Muḥammad / li-Ibn al-Kamāl. -- [ca. 17--].,5,No. 10 of 16 items bound together.,,will
3495970,[Arbaʻūn ḥadīthan]. -- [ca. 17--].,1,Small Turkish naskhī.,,will
3495970,[Arbaʻūn ḥadīthan]. -- [ca. 17--].,2,With: 15 other titles.,,will
3495970,[Arbaʻūn ḥadīthan]. -- [ca. 17--].,3,No. 11 of 16 items bound together.,,will
3495978,Kitāb Hulāgū Khān min inshāʾ li-Naṣīr al-Dīn al-Ṭūsī ilá Miṣr. -- [ca. 17--].,1,Small Turkish naskhī.,,will
3495978,Kitāb Hulāgū Khān min inshāʾ li-Naṣīr al-Dīn al-Ṭūsī ilá Miṣr. -- [ca. 17--].,2,With: 15 other titles.,,will
3495978,Kitāb Hulāgū Khān min inshāʾ li-Naṣīr al-Dīn al-Ṭūsī ilá Miṣr. -- [ca. 17--].,3,No. 12 of 16 items bound together.,,will
3495985,Risālah fī taḥqīq luzūm al-imkān lil-mumkin. -- [ca. 17--].,1,Also known as: Risālah fī anna azalīyat al-imkān hal yastalzimu imkān al-azalīyah am lā.,,will
3495985,Risālah fī taḥqīq luzūm al-imkān lil-mumkin. -- [ca. 17--].,2,Small Turkish naskhī.,,will
3495985,Risālah fī taḥqīq luzūm al-imkān lil-mumkin. -- [ca. 17--].,3,With: 15 other titles.,,will
3495985,Risālah fī taḥqīq luzūm al-imkān lil-mumkin. -- [ca. 17--].,4,No. 13 of 16 items bound together.,,will
3495990,Risālah fī taḥqīq maʻná al-naẓm wa-al-ṣiyāghah. -- ca. 17--].,1,Small Turkish naskhī.,,will
3495990,Risālah fī taḥqīq maʻná al-naẓm wa-al-ṣiyāghah. -- ca. 17--].,2,With: 15 other titles.,,will
3495990,Risālah fī taḥqīq maʻná al-naẓm wa-al-ṣiyāghah. -- ca. 17--].,3,No. 14 of 16 items bound together.,,will
3495994,Risālah fī taḥqīq al-khawāṣṣ wa-al-mazāyā wa-bayān al-farq baynahumā. -- [ca. 17--].,1,Small Turkish naskhī.,,will
3495994,Risālah fī taḥqīq al-khawāṣṣ wa-al-mazāyā wa-bayān al-farq baynahumā. -- [ca. 17--].,2,With: 15 other titles.,,will
3495994,Risālah fī taḥqīq al-khawāṣṣ wa-al-mazāyā wa-bayān al-farq baynahumā. -- [ca. 17--].,3,No. 15 of 16 items bound together.,,will
3495997,Risālah fī bayān sirr ʻadam nisbat al-sharr ilá Allāh. -- [ca. 17--].,1,Small Turkish naskhī.,,will
3495997,Risālah fī bayān sirr ʻadam nisbat al-sharr ilá Allāh. -- [ca. 17--].,2,With: 15 other titles.,,will
3495997,Risālah fī bayān sirr ʻadam nisbat al-sharr ilá Allāh. -- [ca. 17--].,3,No. 16 of 16 items bound together.,,will
3496529,Maqāmat rashf al-zulāl fī siḥr al-khilāl : wa-hiyā al-rābiʻah wa-al-ʻishrūn min Maqāmātih / al-Jalāl al-Suyūṭī. -- 1585.,1,Medium naskhī.,,will
3496529,Maqāmat rashf al-zulāl fī siḥr al-khilāl : wa-hiyā al-rābiʻah wa-al-ʻishrūn min Maqāmātih / al-Jalāl al-Suyūṭī. -- 1585.,2,Unbound.,,will
3496535,[Ḥāshiyah ʻalá Sharḥ al-Risālah al-ʻAḍudīyah]. -- 1718.,1,Small nastaʻlīq.,,will
3496535,[Ḥāshiyah ʻalá Sharḥ al-Risālah al-ʻAḍudīyah]. -- 1718.,2,"Islamic binding, in brown, with flap.",,will
3496535,[Ḥāshiyah ʻalá Sharḥ al-Risālah al-ʻAḍudīyah]. -- 1718.,3,Profuse marginalia.,,will
3496535,[Ḥāshiyah ʻalá Sharḥ al-Risālah al-ʻAḍudīyah]. -- 1718.,4,With: 10 other titles.,,will
3496540,[al-Risālah al-Ḥanafīyah]. -- [17--].,1,Medium nastaʻlīq.,,will
3496540,[al-Risālah al-Ḥanafīyah]. -- [17--].,2,"Islamic binding, in brown, with flap.",,will
3496540,[al-Risālah al-Ḥanafīyah]. -- [17--].,3,Considerable marginalia.,,will
3496540,[al-Risālah al-Ḥanafīyah]. -- [17--].,4,With: 10 other titles.,,will
3496544,al-Kitāb ʻAḍudīyah [sic]. -- [17--].,1,Also known as: Risālah fī ādāb al-baḥth.,,will
3496544,al-Kitāb ʻAḍudīyah [sic]. -- [17--].,2,Small nastaʻlīq.,,will
3496544,al-Kitāb ʻAḍudīyah [sic]. -- [17--].,3,"Islamic binding, in brown, with flap.",,will
3496544,al-Kitāb ʻAḍudīyah [sic]. -- [17--].,4,With: 10 other titles.,,will
3496548,[Sharḥ al-ʻAḍudīyah] / lil-Sayyid al-Sharīf. -- 1718 or 19.,1,"Islamic binding, in brown, with flap.",,will
3496548,[Sharḥ al-ʻAḍudīyah] / lil-Sayyid al-Sharīf. -- 1718 or 19.,2,With: 10 other titles.,,will
3496552,[al-Masʻūdī]. -- [16--].,1,Also known as: Sharḥ al-Samarqandīyah fī ādāb al-baḥth.,,will
3496552,[al-Masʻūdī]. -- [16--].,2,Medium nastaʻlīq.,,will
3496552,[al-Masʻūdī]. -- [16--].,3,"Islamic binding, in brown, with flap.",,will
3496552,[al-Masʻūdī]. -- [16--].,4,"Ample marginalia, especially in the beginning.",,will
3496552,[al-Masʻūdī]. -- [16--].,5,With: 10 other titles.,,will
3496559,[Ḥāshiyah ʻalá Sharḥ Risālah fī ādāb al-baḥth]. -- [16--].,1,Medium nastaʻlīq.,,will
3496559,[Ḥāshiyah ʻalá Sharḥ Risālah fī ādāb al-baḥth]. -- [16--].,2,"Islamic binding, in brown, with flap.",,will
3496559,[Ḥāshiyah ʻalá Sharḥ Risālah fī ādāb al-baḥth]. -- [16--].,3,Profuse notes in the beginning.,,will
3496559,[Ḥāshiyah ʻalá Sharḥ Risālah fī ādāb al-baḥth]. -- [16--].,4,With: 10 other titles.,,will
3496574,[al-Risālah al-]waladīyah. -- 1806 or 7.,1,Brockelmann gives title as: Risālah fī fann al-munāẓarah.,,will
3496574,[al-Risālah al-]waladīyah. -- 1806 or 7.,2,Large naskhī.,,will
3496574,[al-Risālah al-]waladīyah. -- 1806 or 7.,3,"Islamic binding, in brown, with flap.",,will
3496574,[al-Risālah al-]waladīyah. -- 1806 or 7.,4,With: 10 other titles.,,will
3498430,[Takhmīs al-Burdah]. -- 1754 or 4.,1,Medium naskhī and small nastaʻlīq.,,will
3498430,[Takhmīs al-Burdah]. -- 1754 or 4.,2,With: 1 other titles.,,will
3498430,[Takhmīs al-Burdah]. -- 1754 or 4.,3,No. 1 of 2 items bound together.,,will
3498434,[al-Qaṣīdah al-hamzīyah]. -- [17--].,1,Medium naskhī.,,will
3498434,[al-Qaṣīdah al-hamzīyah]. -- [17--].,2,With: 1 other titles.,,will
3498434,[al-Qaṣīdah al-hamzīyah]. -- [17--].,3,No. 2 of 2 items bound together.,,will
3498441,Kitāb al-tibyān fī ādāb ḥamalat al-Qurʾān. -- 1444.,1,Large naskhī; final page in maghribī.,,will
3498441,Kitāb al-tibyān fī ādāb ḥamalat al-Qurʾān. -- 1444.,2,"Islamic binding, in brown, with flap.",,will
3498451,[Fatāwá Qāḍī Khān]. -- 1550.,1,Small naskhī.,,will
3498451,[Fatāwá Qāḍī Khān]. -- 1550.,2,"Islamic binding, in brown, flap missing.",,will
3498459,al-Taysīr bi-sharḥ al-Jāmiʻ al-ṣaghīr. -- 1758.,1,"Medium, even naskhī.",,will
3498459,al-Taysīr bi-sharḥ al-Jāmiʻ al-ṣaghīr. -- 1758.,2,Multicolored ʻunwān.,,will
3498459,al-Taysīr bi-sharḥ al-Jāmiʻ al-ṣaghīr. -- 1758.,3,"Islamic binding, in red, with flap.",,will
3498459,al-Taysīr bi-sharḥ al-Jāmiʻ al-ṣaghīr. -- 1758.,4,With: 1 other title.,,will
3498459,al-Taysīr bi-sharḥ al-Jāmiʻ al-ṣaghīr. -- 1758.,5,No. 1 of 2 items bound together.,,will
3498467,Ḥadīth al-arbaʻīn min al-aḥādīth al-qudsīyah / ʻAlī al-Qārī. -- [17--].,1,Small naskhī.,,will
3498467,Ḥadīth al-arbaʻīn min al-aḥādīth al-qudsīyah / ʻAlī al-Qārī. -- [17--].,2,"Islamic binding, in red, with flap.",,will
3498467,Ḥadīth al-arbaʻīn min al-aḥādīth al-qudsīyah / ʻAlī al-Qārī. -- [17--].,3,With: 1 other title.,,will
3498467,Ḥadīth al-arbaʻīn min al-aḥādīth al-qudsīyah / ʻAlī al-Qārī. -- [17--].,4,No. 2 of 2 items bound together.,,will
3498474,Tashrīḥ al-aflāk / Bahāʾ al-Dīn Muḥammad al-ʻĀmilī. -- 1856 or 7.,1,Marginalia and substantial glosses.,,will
3498474,Tashrīḥ al-aflāk / Bahāʾ al-Dīn Muḥammad al-ʻĀmilī. -- 1856 or 7.,2,Simple circle illustrations.,,will
3498474,Tashrīḥ al-aflāk / Bahāʾ al-Dīn Muḥammad al-ʻĀmilī. -- 1856 or 7.,3,With: 2 other titles.,,will
3498474,Tashrīḥ al-aflāk / Bahāʾ al-Dīn Muḥammad al-ʻĀmilī. -- 1856 or 7.,4,No. 1 of 3 items bound together.,,will
3498483,al-Risālah al-mawsūm bil-mashāʻīr / al-Shīrāzī al-Mullā Ṣadrā. -- 1858.,1,Also known as: Kitāb al-mashāʾir.,,will
3498483,al-Risālah al-mawsūm bil-mashāʻīr / al-Shīrāzī al-Mullā Ṣadrā. -- 1858.,2,Small nastaʻlīq.,,will
3498483,al-Risālah al-mawsūm bil-mashāʻīr / al-Shīrāzī al-Mullā Ṣadrā. -- 1858.,3,With: 2 other titles.,,will
3498483,al-Risālah al-mawsūm bil-mashāʻīr / al-Shīrāzī al-Mullā Ṣadrā. -- 1858.,4,No. 3 of 3 items bound together.,,will
3498493,Dhakhīrat al-ʻuqbá / al-Tūqātī Akhī Chalabī. -- 1799.,1,Acephalous.,,will
3498493,Dhakhīrat al-ʻuqbá / al-Tūqātī Akhī Chalabī. -- 1799.,2,Marginalia.,,will
3498493,Dhakhīrat al-ʻuqbá / al-Tūqātī Akhī Chalabī. -- 1799.,3,Medium naskhī.,,will
3498500,Sharḥ al-Shifāʼ fī ḥuqūq al-Muṣṭafá : al-juzʼ al-thānī / lil-shaykh ʻAlī ibn Sulṭān Muḥammad al-Harawī al-Qārī. -- [ca. 1688].,1,Also known as: Rafʻ al-khafāʼ ʻan dhāt al-Shifāʼ.,,will
3498500,Sharḥ al-Shifāʼ fī ḥuqūq al-Muṣṭafá : al-juzʼ al-thānī / lil-shaykh ʻAlī ibn Sulṭān Muḥammad al-Harawī al-Qārī. -- [ca. 1688].,2,Acephalous.,,will
3498500,Sharḥ al-Shifāʼ fī ḥuqūq al-Muṣṭafá : al-juzʼ al-thānī / lil-shaykh ʻAlī ibn Sulṭān Muḥammad al-Harawī al-Qārī. -- [ca. 1688].,3,"Medium, neat naskhī.",,will
3498500,Sharḥ al-Shifāʼ fī ḥuqūq al-Muṣṭafá : al-juzʼ al-thānī / lil-shaykh ʻAlī ibn Sulṭān Muḥammad al-Harawī al-Qārī. -- [ca. 1688].,4,"Islamic binding, in brown, with flap.",,will
3498507,Kitāb tashīl al-manāfiʻ fī al-ṭibb wa-al-ḥikmah al-muḥtawī ʻalá Shifāʾ al-ajsām wa-Kitāb al-raḥmah / taʾlīf ... Ibrāhīm ibn ʻAbd al-Raḥmān ibn Abī Bakr al-Azraq. -- 1611.,1,Various hands.,,will
3498519,Kitāb al-mīzān al-Shaʻrānīyah al-mudkhilah li-jamīʻ aqwāl al-mujtahidīn wa-muqallidīhim min al-awwalīn wa-al-ākhirīn / taʾlīf ...  ʻAbd al-Wahhāb ibn Aḥmad ibn ʻAlī al-Shaʻrānī al-Anṣārī. -- [before 1702].,1,Also known as: Kitāb al-mīzān al-kubrá.,,will
3498519,Kitāb al-mīzān al-Shaʻrānīyah al-mudkhilah li-jamīʻ aqwāl al-mujtahidīn wa-muqallidīhim min al-awwalīn wa-al-ākhirīn / taʾlīf ...  ʻAbd al-Wahhāb ibn Aḥmad ibn ʻAlī al-Shaʻrānī al-Anṣārī. -- [before 1702].,2,Also known as: al-Mīzān al-Khiḍrīyah.,,will
3498519,Kitāb al-mīzān al-Shaʻrānīyah al-mudkhilah li-jamīʻ aqwāl al-mujtahidīn wa-muqallidīhim min al-awwalīn wa-al-ākhirīn / taʾlīf ...  ʻAbd al-Wahhāb ibn Aḥmad ibn ʻAlī al-Shaʻrānī al-Anṣārī. -- [before 1702].,3,Hasty naskhī.,,will
3498519,Kitāb al-mīzān al-Shaʻrānīyah al-mudkhilah li-jamīʻ aqwāl al-mujtahidīn wa-muqallidīhim min al-awwalīn wa-al-ākhirīn / taʾlīf ...  ʻAbd al-Wahhāb ibn Aḥmad ibn ʻAlī al-Shaʻrānī al-Anṣārī. -- [before 1702].,4,"Crude, multicolored ʻunwān.",,will
3498519,Kitāb al-mīzān al-Shaʻrānīyah al-mudkhilah li-jamīʻ aqwāl al-mujtahidīn wa-muqallidīhim min al-awwalīn wa-al-ākhirīn / taʾlīf ...  ʻAbd al-Wahhāb ibn Aḥmad ibn ʻAlī al-Shaʻrānī al-Anṣārī. -- [before 1702].,5,"Islamic binding, in brown, flap missing.",,will
3498533,Kitāb uns al-munqaṭiʻīn / taʾlīf ... Ismāʻīl ibn al-Ḥasan ibn Abī al-Fatḥ ibn Abī al-Misnān al-Mawṣilī. -- [ca. 16--].,1,Fully-vocalized large naskhī.,,will
3498533,Kitāb uns al-munqaṭiʻīn / taʾlīf ... Ismāʻīl ibn al-Ḥasan ibn Abī al-Fatḥ ibn Abī al-Misnān al-Mawṣilī. -- [ca. 16--].,2,"Extensive marginalia in various hands, mostly small nastaʻlīq.",,will
3498549,Fuṣūl al-iḥkām fī uṣūl al-aḥkām / [M]arghinānī ʻAbd al-Raḥīm ibn Abī Bakr. -- 1489.,1,Various hands.,,will
3498549,Fuṣūl al-iḥkām fī uṣūl al-aḥkām / [M]arghinānī ʻAbd al-Raḥīm ibn Abī Bakr. -- 1489.,2,"Islamic binding, in brown, flap missing.",,will
3498558,Mabāriq al-azhār fī sharḥ Mashāriq al-anwār / ʻAbd al-Laṭīf ibn ʻAbd al-ʻAzīz al-maʻrūf bi-Ibn ʻAbd al-Malak. -- 1701.,1,Marginalia in the first half.,,will
3498558,Mabāriq al-azhār fī sharḥ Mashāriq al-anwār / ʻAbd al-Laṭīf ibn ʻAbd al-ʻAzīz al-maʻrūf bi-Ibn ʻAbd al-Malak. -- 1701.,2,Various hands.,,will
3498558,Mabāriq al-azhār fī sharḥ Mashāriq al-anwār / ʻAbd al-Laṭīf ibn ʻAbd al-ʻAzīz al-maʻrūf bi-Ibn ʻAbd al-Malak. -- 1701.,3,"Islamic binding, in brown, flap missing.",,will
3498566,Sharḥ Dīwān al-Mutanabbī / ʻAbd al-Qāhir al-Jurjānī. -- [ca. 16--].,1,Small terse naskhī.,,will
3498566,Sharḥ Dīwān al-Mutanabbī / ʻAbd al-Qāhir al-Jurjānī. -- [ca. 16--].,2,"Islamic binding, paper-covered, flap missing.",,will
3498574,Sharḥ al-Tadhkirah al-Naṣīrīyah. -- 1409.,1,Small naskhī and nastaʻlīq.,,will
3498574,Sharḥ al-Tadhkirah al-Naṣīrīyah. -- 1409.,2,Marginalia.,,will
3498574,Sharḥ al-Tadhkirah al-Naṣīrīyah. -- 1409.,3,A few leaves of notations laid in.,,will
3498574,Sharḥ al-Tadhkirah al-Naṣīrīyah. -- 1409.,4,Simple sphere illustrations.,,will
3498574,Sharḥ al-Tadhkirah al-Naṣīrīyah. -- 1409.,5,"Islamic binding, in brown, with flap.",,will
3498581,Khizānat al-fiqh / Abū al-Layth al-Samarqandī. -- 1651 or 1749.,1,Medium hasty naskhī.,,will
3498581,Khizānat al-fiqh / Abū al-Layth al-Samarqandī. -- 1651 or 1749.,2,Table of contents precedes text.,,will
3498581,Khizānat al-fiqh / Abū al-Layth al-Samarqandī. -- 1651 or 1749.,3,Some marginalia.,,will
3498581,Khizānat al-fiqh / Abū al-Layth al-Samarqandī. -- 1651 or 1749.,4,"Islamic binding, in brown, with flap.",,will
3498581,Khizānat al-fiqh / Abū al-Layth al-Samarqandī. -- 1651 or 1749.,5,With: 1 other title.,,will
3498584,Sharḥ li-ʻAwāmil al-Jurjānī. -- [17--?].,1,"Islamic binding, in brown, with flap.",,will
3498584,Sharḥ li-ʻAwāmil al-Jurjānī. -- [17--?].,2,With: 1 other title.,,will
3498590,[al-]Jumal [al-]hādīyah fī sharḥ [al-]Muqaddimah [al-] kāfīyah / li-Aḥmad ibn Bābashād. -- 1246.,1,Vocalized old naskhī.,,will
3498681,Miftāḥ al-ḥussāb [fī al-ḥisāb] / taʾlīf ... Jamshīd ibn Masʻūd ibn Maḥmūd al-Ṭabīb al-Kāshī al-mulaqqab bi-Ghiyāth. -- 1794 or 5.,1,Neat small nastaʻlīq.,,will
3498681,Miftāḥ al-ḥussāb [fī al-ḥisāb] / taʾlīf ... Jamshīd ibn Masʻūd ibn Maḥmūd al-Ṭabīb al-Kāshī al-mulaqqab bi-Ghiyāth. -- 1794 or 5.,2,"Islamic binding, paper-covered, with flap.",,will
3498681,Miftāḥ al-ḥussāb [fī al-ḥisāb] / taʾlīf ... Jamshīd ibn Masʻūd ibn Maḥmūd al-Ṭabīb al-Kāshī al-mulaqqab bi-Ghiyāth. -- 1794 or 5.,3,Marginalia.,,will
3498681,Miftāḥ al-ḥussāb [fī al-ḥisāb] / taʾlīf ... Jamshīd ibn Masʻūd ibn Maḥmūd al-Ṭabīb al-Kāshī al-mulaqqab bi-Ghiyāth. -- 1794 or 5.,4,Charts and geometrical graphs.,,will
3498686,Tanwīr al-abṣār wa-jāmiʻ al-biḥār / taʼlīf ... Shihāb al-Dīn Muḥammad ibn al-Shaykh al-Imām ʻAbd Allāh al-Timirtāshī al-Ḥanafī. -- [ca. 16--].,1,Medium naskhī.,,will
3498686,Tanwīr al-abṣār wa-jāmiʻ al-biḥār / taʼlīf ... Shihāb al-Dīn Muḥammad ibn al-Shaykh al-Imām ʻAbd Allāh al-Timirtāshī al-Ḥanafī. -- [ca. 16--].,2,"Islamic binding, in brown, with flap.",,will
3498692,Kitāb al-tibyān fī ādāb ḥamalat al-Qurʾān / taṣnīf ... Abī Zakarīyā Yaḥyá ibn Sharaf ibn Mūsá ibn Ḥasayn ibn Muḥammad ibn Jumʻah ibn Ḥizām al-Ḥizāmī al-Nawawī al-Shāfiʻī. -- 1267.,1,Marginal finding guides partially trimmed away.,,will
3498692,Kitāb al-tibyān fī ādāb ḥamalat al-Qurʾān / taṣnīf ... Abī Zakarīyā Yaḥyá ibn Sharaf ibn Mūsá ibn Ḥasayn ibn Muḥammad ibn Jumʻah ibn Ḥizām al-Ḥizāmī al-Nawawī al-Shāfiʻī. -- 1267.,2,Bold naskhī.,,will
3498697,Koran. -- [12--].,1,Once owned by the sultan ʻAbd al-ʻAzīz Khān (1861-1876?).,,will
3498697,Koran. -- [12--].,2,2 leaves of Koranic text not originally part of this copy laid in: surah 2.49-62 and 2.62-76.,,will
3498697,Koran. -- [12--].,3,Leaf 2 recto illuminated. Juzʾ and surah headings in gold.,,will
3498697,Koran. -- [12--].,4,"Islamic binding, in brown leather and blue cloth, with flap; lacks front cover.",,will
3498703,[Lubāb] al-taʼwīl fī maʻānī al-tanzīl. -- 1739.,1,Medium naskhī.,,will
3498703,[Lubāb] al-taʼwīl fī maʻānī al-tanzīl. -- 1739.,2,"Vol. 1: Islamic binding, in brown leather and mended with cloth, flap missing.",,will
3498703,[Lubāb] al-taʼwīl fī maʻānī al-tanzīl. -- 1739.,3,"Vol. 2: Islamic binding, in brown, flap missing; front cover not original.",,will
3498708,[Sharḥ al-qism al-thālith min Miftāḥ al-ʻulūm]. -- 1437.,1,Title from fly-leaf in modern hand.,,will
3498708,[Sharḥ al-qism al-thālith min Miftāḥ al-ʻulūm]. -- 1437.,2,Also known as: Miṣbāh fī sharḥ al-Miftāḥ.,,will
3498708,[Sharḥ al-qism al-thālith min Miftāḥ al-ʻulūm]. -- 1437.,3,Considerable marginalia.,,will
3498708,[Sharḥ al-qism al-thālith min Miftāḥ al-ʻulūm]. -- 1437.,4,"Islamic binding, in black, flap missing.",,will
3498711,Imdād al-fattāḥ sharḥ Nūr al-īḍāḥ wa-najāt al-arwāḥ / taʼlīf ... Ḥasan ibn ʻAmmār ibn ʻAlī ibn Yūsuf al-Shurunbulālī. -- 1710.,1,"Crude, multicolored ʻunwān.",,will
3498711,Imdād al-fattāḥ sharḥ Nūr al-īḍāḥ wa-najāt al-arwāḥ / taʼlīf ... Ḥasan ibn ʻAmmār ibn ʻAlī ibn Yūsuf al-Shurunbulālī. -- 1710.,2,"Islamic binding, in brown, with flap.",,will
3498717,Kanz al-maʻānī fī sharḥ Ḥirz al-amānī / li-Shams al-Dīn ibn Muḥammad ibn Aḥmad al-Mawṣilī al-shahīr bi-Shuʻlah. -- 1743.,1,Small angular naskhī.,,will
3498717,Kanz al-maʻānī fī sharḥ Ḥirz al-amānī / li-Shams al-Dīn ibn Muḥammad ibn Aḥmad al-Mawṣilī al-shahīr bi-Shuʻlah. -- 1743.,2,"Islamic binding, in brown, with flap.",,will
3498725,Ḥāshiyah ʻalá al-Sharḥ al-jadīd lil-tajrīd / Jalāl al-Dīn al-Dawwānī. -- [15--].,1,"Small, unvocalized and sparingly-dotted naskhī.",,will
