bib_id,title,note_num,note,type,source
17516895,Dominion of Canada certificate of naturalization issued to Josef Kolembus.,1,Title from publisher's website.,a,daniel
17516896,Danish passport issued to Anders K. Jensen.,1,Title from publisher's website.,a,daniel
17516897,Passenger list from S.S. Maasdam.,1,Document includes lists of passenger names.,w,daniel
17516897,Passenger list from S.S. Maasdam.,2,Title from publisher's website.,a,daniel
17516898,Canadian passport issued to Josephine LeVangie.,1,Title from publisher's website.,a,daniel
17516899,Canadian National Railways pamphlet.,1,Title from publisher's website.,a,daniel
17516900,Passenger list from S.S. Zuiderkruis.,1,Document includes lists of passenger names.,w,daniel
17516900,Passenger list from S.S. Zuiderkruis.,2,Title from publisher's website.,a,daniel
17516901,Passenger list from M.S. Johan van Oldenbarnevelt.,1,Document includes lists of passenger names.,w,daniel
17516901,Passenger list from M.S. Johan van Oldenbarnevelt.,2,Title from publisher's website.,a,daniel
17516902,Dock to destination.,1,Title from publisher's website.,a,daniel
17516903,To Canada : Cunard Line.,1,Title from publisher's website.,a,daniel
17516904,Australia's mining industries.,1,Title from publisher's website.,a,daniel
17516905,Farming industries for small holders in Australia.,1,Title from publisher's website.,a,daniel
17516906,Australia's industrial progress.,1,Title from publisher's website.,a,daniel
17516907,Australia invites the British domestic girl.,1,Title from publisher's website.,a,daniel
17516908,"Treasure island British Empire exhibition, Wembley 1925.",1,Title from publisher's website.,a,daniel
17516909,Canada.,1,Title from publisher's website.,a,daniel
17516910,"Log of the Euterpe of Southampton. Volume 1, 1884-1887.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516910,"Log of the Euterpe of Southampton. Volume 1, 1884-1887.",2,Title from publisher's website.,a,daniel
17516911,"Log of the Euterpe. Volume 1 (cont.), 1884-1885.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516911,"Log of the Euterpe. Volume 1 (cont.), 1884-1885.",2,This log contains corresponding information to A0245.1.01.,o,daniel
17516911,"Log of the Euterpe. Volume 1 (cont.), 1884-1885.",3,Title from publisher's website.,a,daniel
17516912,"Log of the Euterpe. Volume 2, 1887-1888.",1,Author probably Captain H W Bowman or Captain Thomas Bowling.,w,daniel
17516912,"Log of the Euterpe. Volume 2, 1887-1888.",2,From collection: Euterpe/Star of India Log Book,o,daniel
17516912,"Log of the Euterpe. Volume 2, 1887-1888.",3,Title from publisher's website.,a,daniel
17516913,"Log of the Euterpe. Volume 3, 1888-1890.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516913,"Log of the Euterpe. Volume 3, 1888-1890.",2,Title from publisher's website.,a,daniel
17516914,"Log of the Euterpe. Volume 4, 1890-1892.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516914,"Log of the Euterpe. Volume 4, 1890-1892.",2,Title from publisher's website.,a,daniel
17516915,"Log of the Euterpe. Volume 5, 1891-1892.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516915,"Log of the Euterpe. Volume 5, 1891-1892.",2,This log is a continuation of A0245.1.05.,w,daniel
17516915,"Log of the Euterpe. Volume 5, 1891-1892.",3,Title from publisher's website.,a,daniel
17516916,"Log of the Euterpe. Volume 6, 1892-1893.",1,Author probably Captain Roland Streeter.,w,daniel
17516916,"Log of the Euterpe. Volume 6, 1892-1893.",2,From collection: Euterpe/Star of India Log Book,o,daniel
17516916,"Log of the Euterpe. Volume 6, 1892-1893.",3,Title from publisher's website.,a,daniel
17516917,"Log of the Euterpe. Volume 8, 1895-1896.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516917,"Log of the Euterpe. Volume 8, 1895-1896.",2,Title from publisher's website.,a,daniel
17516918,"Log of the Euterpe. Volume 9, 1896-1897.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516918,"Log of the Euterpe. Volume 9, 1896-1897.",2,Title from publisher's website.,a,daniel
17516919,"Log of the Euterpe. Volume 10, 1897-1900.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516919,"Log of the Euterpe. Volume 10, 1897-1900.",2,Title from publisher's website.,a,daniel
17516920,"Log of the Euterpe. Volume 11, 1898-1899.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516920,"Log of the Euterpe. Volume 11, 1898-1899.",2,This log is a continuation of A0245.1.10.,w,daniel
17516920,"Log of the Euterpe. Volume 11, 1898-1899.",3,Title from publisher's website.,a,daniel
17516921,"Log of the Euterpe. Volume 12, 1899-1900.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516921,"Log of the Euterpe. Volume 12, 1899-1900.",2,This log is a continuation of A0245.1.11.,w,daniel
17516921,"Log of the Euterpe. Volume 12, 1899-1900.",3,Title from publisher's website.,a,daniel
17516922,"Log of the Euterpe. Volume 13, 1900-1903.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516922,"Log of the Euterpe. Volume 13, 1900-1903.",2,Title from publisher's website.,a,daniel
17516923,"Log of the Euterpe. Volume 14, 1902-1904.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516923,"Log of the Euterpe. Volume 14, 1902-1904.",2,"This log contains corresponding information to A0245.1.13. This entire log features extremely obscure handwritten entries with numerous misspellings, making it very hard to read.",ow,daniel
17516923,"Log of the Euterpe. Volume 14, 1902-1904.",3,Title from publisher's website.,a,daniel
17516924,"Log of the Euterpe. Volume 15, 1906-1907.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516924,"Log of the Euterpe. Volume 15, 1906-1907.",2,Title from publisher's website.,a,daniel
17516925,"Log of the Star of India. Volume 17, 1909-1911.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516925,"Log of the Star of India. Volume 17, 1909-1911.",2,Title from publisher's website.,a,daniel
17516926,"Log of the Star of India. Volume 18, 1912-1915.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516926,"Log of the Star of India. Volume 18, 1912-1915.",2,"On April 18, 1912, there is signature in the log: O. L. Nilsson Master. No reference to Nilsson being a captain on the Star of India.",o,daniel
17516926,"Log of the Star of India. Volume 18, 1912-1915.",3,Title from publisher's website.,a,daniel
17516927,"Log of the Star of India. Volume 19, 1918-1920.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516927,"Log of the Star of India. Volume 19, 1918-1920.",2,Title from publisher's website.,a,daniel
17516927,"Log of the Star of India. Volume 19, 1918-1920.",3,Water damage has affected many pages in this logbook.,o,daniel
17516928,"Log of the Star of India. Volume 20, 1920-1923.",1,From collection: Euterpe/Star of India Log Book,o,daniel
17516928,"Log of the Star of India. Volume 20, 1920-1923.",2,Title from publisher's website.,a,daniel
17516929,New tales of Euterpe : Star of India as a British emigrant ship.,1,A special issue of Mains'l Haul. A Journal of Pacific Maritime History.,w,daniel
17516929,New tales of Euterpe : Star of India as a British emigrant ship.,2,Title from publisher's website.,a,daniel
17516930,"Landlord's log book for 97 Orchard Street, 1953 to 1981.",1,Title from publisher's website.,a,daniel
17516931,Recipe for apples.,1,Title from publisher's website.,a,daniel
17516932,Certificate of incorporation : congregation of the people of Grodna.,1,Certificate of Incorporation: Chebra Rabeno Nochum Anshei Grodna.,w,daniel
17516932,Certificate of incorporation : congregation of the people of Grodna.,2,Source - Robert Schuman.,w,daniel
17516932,Certificate of incorporation : congregation of the people of Grodna.,3,Title from publisher's website.,a,daniel
17516933,The Jewish housewife's guide : laws for making meat kosher and other important information.,1,Title from publisher's website.,a,daniel
17516934,Business card : M. Finkelstein.,1,Title from publisher's website.,a,daniel
17516935,"Sheet of riddles : ""fun for the whole family, can you guess these taystee riddles"".",1,Title from publisher's website.,a,daniel
17516936,Steinway & Sons : brief history and explanation of the Steinway system and piano fortes.,1,Title from publisher's website.,a,daniel
17516937,"Invoice from New Aseptic Laboratories, Columbia, S.C. for medical supplies.",1,Title from publisher's website.,a,daniel
17516938,Green ticket for high holidays.,1,Title from publisher's website.,a,daniel
17516939,Selikhes ticket.,1,Title from publisher's website.,a,daniel
17516940,Citizenship certificate : Kalmer Hochberger.,1,Title from publisher's website.,a,daniel
17516941,Love letter.,1,Title from publisher's website.,a,daniel
17516942,Feltly Hats business card.,1,Title from publisher's website.,a,daniel
17516943,Discount hats business card.,1,Title from publisher's website.,a,daniel
17516944,Dora Meltzer palmist calling card.,1,Title from publisher's website.,a,daniel
17516945,"Calendar fragment [Nov. 1935],",1,Title from publisher's website.,a,daniel
17516946,Kosher recipes.,1,Title from publisher's website.,a,daniel
17516947,Calendar fragment [Feb. 1935].,1,Title from publisher's website.,a,daniel
17516948,"Italian calendar, Jul-Aug 1934.",1,Title from publisher's website.,a,daniel
17516949,"Seward Park library overdue book card, SW Ruin.",1,Title from publisher's website.,a,daniel
17516950,C J Thom laundry ticket.,1,Title from publisher's website.,a,daniel
17516951,Yiddish advertisement for English lessons.,1,Title from publisher's website.,a,daniel
17516952,"Charles Schubert, butcher : business card.",1,Title from publisher's website.,a,daniel
17516953,"Rules and regulations for plumbing and drainage water supply, gas piping and ventilation of buildings.",1,Title from publisher's website.,a,daniel
17516954,"Act to amend the tenement house law, generally.",1,Title from publisher's website.,a,daniel
17516955,Fire Engine Co. no. 9 ledger.,1,Title from publisher's website.,a,daniel
17516956,Haggadah of Passover booklet.,1,Pages 51-52 are missing.,o,daniel
17516956,Haggadah of Passover booklet.,2,Title from publisher's website.,a,daniel
17516957,"Smulewitz's musical album, Ellis Island.",1,Title from publisher's website.,a,daniel
17516958,Sign for Feltly hats.,1,93.5 x 154 cm.,o,daniel
17516958,Sign for Feltly hats.,2,Title from publisher's website.,a,daniel
17516959,Sign for La Mode Bead & Novelty Co. Crystals & Pearls.,1,Title from publisher's website.,a,daniel
17516960,Kosher Butchers Association sign.,1,28 x 35.4 cm.,o,daniel
17516960,Kosher Butchers Association sign.,2,Title from publisher's website.,a,daniel
17516961,Cigarette card : union vs. non-union shops.,1,7.7 x 8 cm.,o,daniel
17516961,Cigarette card : union vs. non-union shops.,2,Title from publisher's website.,a,daniel
17516962,Dobbs hats small sign.,1,12.5 x 21.5 cm.,o,daniel
17516962,Dobbs hats small sign.,2,Title from publisher's website.,a,daniel
17516963,Millinery Workers Union stamp.,1,Title from publisher's website.,a,daniel
17516964,Sign bearing shoe shop notice.,1,Source - Sam Goldstein.,w,daniel
17516964,Sign bearing shoe shop notice.,2,Title from publisher's website.,a,daniel
17516965,Children's shoes advertising sign.,1,11 x 7 inches.,o,daniel
17516965,Children's shoes advertising sign.,2,Source - Sam Goldstein.,w,daniel
17516965,Children's shoes advertising sign.,3,Title from publisher's website.,a,daniel
17516966,"""Closed to-day, will re-open to-morrow"" sign.",1,Source - Sam Goldstein.,w,daniel
17516966,"""Closed to-day, will re-open to-morrow"" sign.",2,Title from publisher's website.,a,daniel
17516967,"""Hard to fit"" shoe store sign.",1,Source - Sam Goldstein.,w,daniel
17516967,"""Hard to fit"" shoe store sign.",2,Title from publisher's website.,a,daniel
17516968,"""Every day is bargain day here!"" store sign.",1,Source - Sam Goldstein.,w,daniel
17516968,"""Every day is bargain day here!"" store sign.",2,Title from publisher's website.,a,daniel
17516969,"""New styles inside"" store sign.",1,Source - Sam Goldstein.,w,daniel
17516969,"""New styles inside"" store sign.",2,Title from publisher's website.,a,daniel
17516970,"""Sorry! Due to limited space we cannot display our many new styles"" store sign.",1,Source - Sam Goldstein.,w,daniel
17516970,"""Sorry! Due to limited space we cannot display our many new styles"" store sign.",2,Title from publisher's website.,a,daniel
17516971,"""We will be closed for the holidays"" store sign.",1,Source - Sam Goldstein.,w,daniel
17516971,"""We will be closed for the holidays"" store sign.",2,Title from publisher's website.,a,daniel
17516972,"""Men's shoes in extra wide widths"" store sign.",1,Source - Sam Goldstein.,w,daniel
17516972,"""Men's shoes in extra wide widths"" store sign.",2,Title from publisher's website.,a,daniel
17516973,Universal Hosiery Company store sign.,1,Title from publisher's website.,a,daniel
17516974,American Railway Express sign.,1,Title from publisher's website.,a,daniel
17516975,Sign for German beer.,1,Title from publisher's website.,a,daniel
17516976,"Letter, Rebecca Greaves from Plenty River to England.",1,From collection: Diaries / Journals / Letters,o,daniel
17516976,"Letter, Rebecca Greaves from Plenty River to England.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516976,"Letter, Rebecca Greaves from Plenty River to England.",3,Text is difficult to read due to the script and the reverse side text showing through the front pages.,o,daniel
17516976,"Letter, Rebecca Greaves from Plenty River to England.",4,Title from publisher's website.,a,daniel
17516977,Letter from John Hollway after arriving from England in Melbourne.,1,From collection: Diaries / Journals / Letters,o,daniel
17516977,Letter from John Hollway after arriving from England in Melbourne.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516977,Letter from John Hollway after arriving from England in Melbourne.,3,Title from publisher's website.,a,daniel
17516978,"Shipboard letter from George Allen, voyage from England to Melbourne.",1,From collection: Diaries / Journals / Letters,o,daniel
17516978,"Shipboard letter from George Allen, voyage from England to Melbourne.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516978,"Shipboard letter from George Allen, voyage from England to Melbourne.",3,Title from publisher's website.,a,daniel
17516979,"Letter, Reuben Gatward to Polly : life on the goldfields.",1,From collection: Diaries / Journals / Letters,o,daniel
17516979,"Letter, Reuben Gatward to Polly : life on the goldfields.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516979,"Letter, Reuben Gatward to Polly : life on the goldfields.",3,"The letter is written on a wrapper for 'The Polygot Newsletter, a Summary in English, French, German and Spanish, for Transmission to Europe'. The Polygot was printed and published for the proprietors at the 'Punch' Office, Melbourne, October 1858. The wrapper has an etching of 'View on the Yarra near Dight's Mills' by F. Grusse on the front. The newsletter is an early example of a publication produced in several different languages; an indication of the 'multi-cultural' nature of the population of Victoria in the 1850s.",ow,daniel
17516979,"Letter, Reuben Gatward to Polly : life on the goldfields.",4,Title from publisher's website.,a,daniel
17516980,"Letter, Reuben Gatward, Prahran, Melbourne to Polly, Luton, England.",1,From collection: Diaries / Journals / Letters,o,daniel
17516980,"Letter, Reuben Gatward, Prahran, Melbourne to Polly, Luton, England.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516980,"Letter, Reuben Gatward, Prahran, Melbourne to Polly, Luton, England.",3,Title from publisher's website.,a,daniel
17516981,"Shipboard diary, Walter Dutton, England to Australia, 1858.",1,From collection: Diaries / Journals / Letters,o,daniel
17516981,"Shipboard diary, Walter Dutton, England to Australia, 1858.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516981,"Shipboard diary, Walter Dutton, England to Australia, 1858.",3,"The Sarah Dixon was built at the Dixon shipyard on the Tantramar River in Sackville, New Brunswick, Canada, and launched on 18 September 1856. It made only two voyages to Australia. The first left Liverpool on 13 June 1857 under W. Salt as Master and arrived at Port Phillip Bay on 12 September 1857, returning to Britain via Guam. The second voyage, on which Walter Dutton travelled, departed Liverpool on 29 August 1858, again under W. Salt, and arrived at Port Melbourne on 6 December 1858. It was carrying 9 first-class and 190 intermediate & steerage class passengers and a cargo of machinery. The Sarah Dixon departed Melbourne on 17 January 1859 bound for Bassein under ballast. In March 1859, the ship struck Baroguy Shoal in the Gulf of Marinban, near Rangoon, Burma and was a total loss.",?,daniel
17516981,"Shipboard diary, Walter Dutton, England to Australia, 1858.",4,Title from publisher's website.,a,daniel
17516982,"Letter from William to John Graham, Russell Creek, Victoria.",1,From collection: Diaries / Journals / Letters,o,daniel
17516982,"Letter from William to John Graham, Russell Creek, Victoria.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516982,"Letter from William to John Graham, Russell Creek, Victoria.",3,Title from publisher's website.,a,daniel
17516983,"Letter, Robert Beckett's migrant voyage on the clipper ship 'Underley', England to Melbourne, Australia.",1,From collection: Diaries / Journals / Letters,o,daniel
17516983,"Letter, Robert Beckett's migrant voyage on the clipper ship 'Underley', England to Melbourne, Australia.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516983,"Letter, Robert Beckett's migrant voyage on the clipper ship 'Underley', England to Melbourne, Australia.",3,Title from publisher's website.,a,daniel
17516984,"Alfred Elder shipboard diary on the Orient Line ship 'SS St Osyth', England to Australia.",1,From collection: Diaries / Journals / Letters,o,daniel
17516984,"Alfred Elder shipboard diary on the Orient Line ship 'SS St Osyth', England to Australia.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516984,"Alfred Elder shipboard diary on the Orient Line ship 'SS St Osyth', England to Australia.",3,Title from publisher's website.,a,daniel
17516985,"Diary written by Ally Heathcote on SS Northumberland, England to Melbourne : ""Steamship Northumberland : passage to Australia in 52 days : brief sketches of life on board a steam vessel"".",1,From collection: Diaries / Journals / Letters,o,daniel
17516985,"Diary written by Ally Heathcote on SS Northumberland, England to Melbourne : ""Steamship Northumberland : passage to Australia in 52 days : brief sketches of life on board a steam vessel"".",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516985,"Diary written by Ally Heathcote on SS Northumberland, England to Melbourne : ""Steamship Northumberland : passage to Australia in 52 days : brief sketches of life on board a steam vessel"".",3,Title from publisher's website.,a,daniel
17516986,Diary written by Charles Care of his voyage from London to Melbourne on RMS Orient.,1,From collection: Diaries / Journals / Letters,o,daniel
17516986,Diary written by Charles Care of his voyage from London to Melbourne on RMS Orient.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516986,Diary written by Charles Care of his voyage from London to Melbourne on RMS Orient.,3,Title from publisher's website.,a,daniel
17516987,"Diary of David Yuile, on the SS City of Dunedin and SS Albion, Scotland to Victoria, via New Zealand.",1,From collection: Diaries / Journals / Letters,o,daniel
17516987,"Diary of David Yuile, on the SS City of Dunedin and SS Albion, Scotland to Victoria, via New Zealand.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516987,"Diary of David Yuile, on the SS City of Dunedin and SS Albion, Scotland to Victoria, via New Zealand.",3,Title from publisher's website.,a,daniel
17516988,"Diary of M. P. O'Shea from the clipper ship Eastern City, Liverpool to Melbourne.",1,From collection: Diaries / Journals / Letters,o,daniel
17516988,"Diary of M. P. O'Shea from the clipper ship Eastern City, Liverpool to Melbourne.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516988,"Diary of M. P. O'Shea from the clipper ship Eastern City, Liverpool to Melbourne.",3,Title from publisher's website.,a,daniel
17516989,"Letter, from Thomasina Tye, England to Arthur Tye, Melbourne.",1,From collection: Diaries / Journals / Letters,o,daniel
17516989,"Letter, from Thomasina Tye, England to Arthur Tye, Melbourne.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516989,"Letter, from Thomasina Tye, England to Arthur Tye, Melbourne.",3,Title from publisher's website.,a,daniel
17516990,Caroline Chisholm scrapbook.,1,From collection: Emigrant Guides and Promotional Material,o,daniel
17516990,Caroline Chisholm scrapbook.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516990,Caroline Chisholm scrapbook.,3,Title from publisher's website.,a,daniel
17516991,Emigration : its necessity and advantages.,1,From collection: Emigrant Guides and Promotional Material,o,daniel
17516991,Emigration : its necessity and advantages.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516991,Emigration : its necessity and advantages.,3,Title from publisher's website.,a,daniel
17516992,The comic almanack and diary.,1,From collection: Emigrant Guides and Promotional Material,o,daniel
17516992,The comic almanack and diary.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516992,The comic almanack and diary.,3,Title from publisher's website.,a,daniel
17516993,"A short guide for intending emigrants to Victoria, the garden state of Australia.",1,From collection: Emigrant Guides and Promotional Material,o,daniel
17516993,"A short guide for intending emigrants to Victoria, the garden state of Australia.",2,Front cover features the 'Advance Australia' coat of arms (which was in use until the Commonwealth coat of arms was introduced in 1908). This coat of arms is also presented in an inverted configuration.,w,daniel
17516993,"A short guide for intending emigrants to Victoria, the garden state of Australia.",3,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516993,"A short guide for intending emigrants to Victoria, the garden state of Australia.",4,Title from publisher's website.,a,daniel
17516994,Victoria : the irrigated areas : information for prospective settlers.,1,From collection: Emigrant Guides and Promotional Material,o,daniel
17516994,Victoria : the irrigated areas : information for prospective settlers.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516995,Victoria for the settler : the irrigated areas.,1,From collection: Emigrant Guides and Promotional Material,o,daniel
17516995,Victoria for the settler : the irrigated areas.,2,Cover title.,a,daniel
17516995,Victoria for the settler : the irrigated areas.,3,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516996,Off to school in the Australian bush : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,daniel
17516996,Off to school in the Australian bush : Postcard.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516996,Off to school in the Australian bush : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,daniel
17516996,Off to school in the Australian bush : Postcard.,4,Title from publisher's website.,a,daniel
17516997,Stripping an average Australian wheat crop : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,daniel
17516997,Stripping an average Australian wheat crop : Postcard.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516997,Stripping an average Australian wheat crop : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,daniel
17516997,Stripping an average Australian wheat crop : Postcard.,4,Title from publisher's website.,a,daniel
17516998,Harvest-time in Australia : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,daniel
17516998,Harvest-time in Australia : Postcard.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516998,Harvest-time in Australia : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,daniel
17516998,Harvest-time in Australia : Postcard.,4,Title from publisher's website.,a,daniel
17516999,Breaking land for an orchard : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,daniel
17516999,Breaking land for an orchard : Postcard.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17516999,Breaking land for an orchard : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,daniel
17516999,Breaking land for an orchard : Postcard.,4,Title from publisher's website.,a,daniel
17517000,Timber tramway in a beautiful setting : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,daniel
17517000,Timber tramway in a beautiful setting : Postcard.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a,daniel
17517000,Timber tramway in a beautiful setting : Postcard.,3,"The reverse side has a outline map of Australia with 'Kinsmen! We Welcome You' printed across it, together with population statistics and a reference to the Australian Pavilion at the British Empire Exhibition, which was held at Wembley, England, from April-October 1924.",o,daniel
