bib,title,note_num,note
954392,Notes on general medicine : manuscript.,2,"Colophon on first and last pages: Joannes Colhoun propria exarauit dextra in insula Rheana anno domini millesimo sexcentesimo quinquagesimo secundi; and: Johannes Colhoun, 8 December 1652."
954392,Notes on general medicine : manuscript.,3,Place of production: in insula Rheana?
954392,Notes on general medicine : manuscript.,4,"Binding: bound in vellum (manuscript waste). Original text is French, unidentified."
991579,"Elisha Perkins letter and account book, 1788-1816 (inclusive)",1,"The last 44 leaves are devoted to the accounts of the estate of Elisha Perkins with Sally and Harry Perkins, executors."
991579,"Elisha Perkins letter and account book, 1788-1816 (inclusive)",2,"The 1st 2 pages of this are written on, but not numbered; then follow 64 pages numbered by hand; the last 11 pages are blank; the last 11 pages are blank; p.23-32 ruled, but otherwise blank; entries are not in order throughout."
991580,"Medical school lecture notes, 1710",1,"Manuscript, written in ink on paper and bound in contemporary cardboard, was purchased by Yale Med from Thiébaud (Paris book dealer) catalog 85 in 1963."
991583,Trattato delle lussationi e fratture : manuscript / di Bernardino Genga da Mondolfo.,1,Title from title page.
991583,Trattato delle lussationi e fratture : manuscript / di Bernardino Genga da Mondolfo.,2,Lightly decorated: first page contains an annotated drawing of a skeleton; middle of the manuscript has a drawing of a leaf.
991583,Trattato delle lussationi e fratture : manuscript / di Bernardino Genga da Mondolfo.,3,Binding: limp vellum.
991584,Cours de médecine.,1,"Manuscript, written in ink and bound in vellum, was purchased from Thiébaud catalog 85 in December, 1963."
991584,Cours de médecine.,2,"Entitled, ""Cours de médicine"" with chapters on external diseases of the head, internal disorders, consumption, fevers, and diseases of children. The author of the manuscript is unknown."
1222356,Icelandic sagas : manuscript.,1,"Manuscript note on first page: ""6 May 1806""."
1222356,Icelandic sagas : manuscript.,2,Binding: Red velvet over boards.
1223086,Mélanges Islandais : manuscript.,1,Title from spine.
1223086,Mélanges Islandais : manuscript.,2,"Binding: 19th century half leather over marbled paper boards; spine with raised bands, compartments with gilt tooled title and monograms of Comte Riant."
1223088,Icelandic sagas : manuscript.,1,Text in Icelandic.
1223088,Icelandic sagas : manuscript.,2,Binding: Red velvet over boards.
1227887,Gad Stanley account book : manuscript.,1,"Pages numbered 61-139. Volume labeled ""Account Book no. 3"" on front paste-down."
1227887,Gad Stanley account book : manuscript.,2,"Ownership signature by Cyrus Stanley, Gad Stanley's son, on front paste-down."
1227926,Biographies of the governors of Iceland from 1300 to 1734 : manuscript.,1,"Binding: Half red morocco leather with marble boards. Spine stamped in gilt: ""Jonas Hitardaleusis, Vitae Praefectorum Islandiae""."
1227926,Biographies of the governors of Iceland from 1300 to 1734 : manuscript.,2,"Binder's stamp on first page: ""Dupré""."
1227935,"S'ensuit le plaid general et coutume, de la cité & balliage de Lausanne ... : manuscript.",1,Title from title page.
1227935,"S'ensuit le plaid general et coutume, de la cité & balliage de Lausanne ... : manuscript.",2,"Spine title: ""Le Plaid General""."
1227935,"S'ensuit le plaid general et coutume, de la cité & balliage de Lausanne ... : manuscript.",3,"Title continues: ""... Contenu aux antiquités & vieux droits & documents d'icelle cité, revû de nouveau pour memoire future & pour l'usage de la posterité, par les commis de la ditte cité de Lausanne, des 4 paroisses de la Vaux, que de la ville d'Avenche & autres lieux en dépendans, & approuvé par les nobles citoyens bourgeois & com[m]uniers des dits lieux presenté le vingtiéme d'avril mille six cent & treize, par les dits commis, a l'excellence des illustres & magnifiq[ue] seigneurs de la ville & canton de Berne, leurs souverains seigneurs & superieurs, et luës & confirmées en deux cent à Lausanne, le quinziéme de septembre 1618: comme il est écrit à la fin""."
1227935,"S'ensuit le plaid general et coutume, de la cité & balliage de Lausanne ... : manuscript.",4,"Front pastedown inscribed: ""Cons. 6: / 1740""."
1227935,"S'ensuit le plaid general et coutume, de la cité & balliage de Lausanne ... : manuscript.",5,Includes alphabetical index.
1227935,"S'ensuit le plaid general et coutume, de la cité & balliage de Lausanne ... : manuscript.",6,Includes five pages of commentary at end.
1227935,"S'ensuit le plaid general et coutume, de la cité & balliage de Lausanne ... : manuscript.",7,"Binding: Contemporary parchment over boards, with four leather ties."
1230489,Instruction sur la manière de se servis de la lunette contenans un micromètre fait avec des prismes de cristal de roche : manuscript and printed text.,1,Title from head of first page.
1230489,Instruction sur la manière de se servis de la lunette contenans un micromètre fait avec des prismes de cristal de roche : manuscript and printed text.,2,"Signed on verso of leaf 5: ""Par Mr. Filibert Torelli""."
1230489,Instruction sur la manière de se servis de la lunette contenans un micromètre fait avec des prismes de cristal de roche : manuscript and printed text.,3,"Second section titled: ""Note de Mr. Alexis Rochon sur l'éffet des prismes de cristal de roche dans cette lunette""."
1230489,Instruction sur la manière de se servis de la lunette contenans un micromètre fait avec des prismes de cristal de roche : manuscript and printed text.,4,"Printed table titled: ""Table pour l'usage de mon micromètre""."
1230493,L'Art d'instrumenter ou de dresser toutes sortes d'actes publics concernant l'office de notaire selon les loix du Paÿs de Vaud : Copié sur un ouvrage fait en 1715 : manuscript.,1,Title from title page.
1230493,L'Art d'instrumenter ou de dresser toutes sortes d'actes publics concernant l'office de notaire selon les loix du Paÿs de Vaud : Copié sur un ouvrage fait en 1715 : manuscript.,2,Includes table of contents at end.
1230493,L'Art d'instrumenter ou de dresser toutes sortes d'actes publics concernant l'office de notaire selon les loix du Paÿs de Vaud : Copié sur un ouvrage fait en 1715 : manuscript.,3,Binding: 19th century half-vellum with block-printed paper covered boards; all edges speckled in blue and red paint.
1230498,"Le coustumier c'est à diré les loix statuts & coûtumes de la ville et balliage de Lausanne : Contenu aux antiques droits et documents d'icelles reueu de nouveau par les commis tant de la ville et cité de Lausanne, des quatres parroisses de la Vaux, que de la ville d'Avenche, et lieux en dependants approuvé par les nobles citoyens bourgeois et communiers des dits lieux : manuscript.",1,Title from title page.
1230498,"Le coustumier c'est à diré les loix statuts & coûtumes de la ville et balliage de Lausanne : Contenu aux antiques droits et documents d'icelles reueu de nouveau par les commis tant de la ville et cité de Lausanne, des quatres parroisses de la Vaux, que de la ville d'Avenche, et lieux en dependants approuvé par les nobles citoyens bourgeois et communiers des dits lieux : manuscript.",2,Includes alphabetical table of contents at end.
1230498,"Le coustumier c'est à diré les loix statuts & coûtumes de la ville et balliage de Lausanne : Contenu aux antiques droits et documents d'icelles reueu de nouveau par les commis tant de la ville et cité de Lausanne, des quatres parroisses de la Vaux, que de la ville d'Avenche, et lieux en dependants approuvé par les nobles citoyens bourgeois et communiers des dits lieux : manuscript.",3,"Colophon inscribed: ""Achevè de copié le present plaid general le 19 [Decem]bre 1703 par Jacob Pasteur Citoyen de Geneve & de Lausan[n]e""."
1230498,"Le coustumier c'est à diré les loix statuts & coûtumes de la ville et balliage de Lausanne : Contenu aux antiques droits et documents d'icelles reueu de nouveau par les commis tant de la ville et cité de Lausanne, des quatres parroisses de la Vaux, que de la ville d'Avenche, et lieux en dependants approuvé par les nobles citoyens bourgeois et communiers des dits lieux : manuscript.",4,Binding: Contemporary full leather; spine with raised bands and gilt tooled ornaments in each compartment.
1230502,Terrier de Chavvirey le Chatel : manuscript.,1,Title from spine.
1230502,Terrier de Chavvirey le Chatel : manuscript.,2,Binding: Contemporary leather over boards; spine with raised bands and leather lettering piece with gold tooling. Manuscript waste with Latin text and notated music is visible where the back pastedown has been damaged.
1230542,Inventaire du Trésor des chartes : manuscript.,1,"Title from caption on the first page of text in volume I: ""Commission pour travailler a l'inventaire du tresor des chartes""."
1230542,Inventaire du Trésor des chartes : manuscript.,2,"Pagination: volume 1: xxxii, 214 leaves, 24 blank leaves ; volume 2: 218 leaves, 24 blank leaves ; volume 3: 257 leaves, 30 blank leaves ; volume 4: 159 leaves, 33 blank leaves ; volume 5: 225 leaves, 31 blank leaves ; volume 6: 2 unnumbered leaves, 180 leaves, 28 blank leaves."
1230542,Inventaire du Trésor des chartes : manuscript.,3,Volumes are numbered irregularly on spines and title pages. Numbering as follows: Volume 1: spine: VOL I; title page: vol. i. Volume 2: spine: VOL III; title page: vol. vi and vol. iii. Volume 3: spine: VOL IV; title page: vol. iiii. Volume 4: spine: VOL V; title page: vol. v. Volume 5: spine: VOL VI; title page: vol. vi and vol. vii. Volume 6: spine: VOL VII; title page: vol. vii.
1230542,Inventaire du Trésor des chartes : manuscript.,4,"Bindings: Contemporary mottled calf; spines with raised bands and gilt tooled ornaments in the compartments. Each spine includes a compartment lettered in gilt with a variation of ""INVENTAIRE DES CHARTES DU TRESOR""; and a compartment containing a volume number."
1230542,Inventaire du Trésor des chartes : manuscript.,5,"Volume 1, initial blank leaf verso inscribed in a later hand: ""Mr. Hebert à Mouy, Oise""."
1230542,Inventaire du Trésor des chartes : manuscript.,6,"Boxes 1-6 contain volumes 1-6, respectively."
1238723,"Dialogues galans, satiriques, mordans, pour égaier la compagnie, : qui s'endort, ou s'ennui, et pour plaire au grand, au petit, a la personne, qui raisonne comme aiant de l'esprit : manuscript.",1,Title from title page.
1238723,"Dialogues galans, satiriques, mordans, pour égaier la compagnie, : qui s'endort, ou s'ennui, et pour plaire au grand, au petit, a la personne, qui raisonne comme aiant de l'esprit : manuscript.",2,"Binding: Contemporary vellum over boards. Spine has evidence of a paper label, now lost."
1238761,Semitic tetrapla of Matthiew : manuscript / A. B. Chapman.,1,Title from cover.
1238761,Semitic tetrapla of Matthiew : manuscript / A. B. Chapman.,2,"Inscribed on inside front cover: ""Begun July 1893"". Inscribed at foot of final page: ""Finished Sept. 7/96""."
1238761,Semitic tetrapla of Matthiew : manuscript / A. B. Chapman.,3,"Binding: Bound in paper wrappers created from folded shipping packaging; the inside of the cover includes Chapman's address in New Haven, Connecticut, along with cancelled postage stamps. The whole later bound within a library binding."
1239666,Grágás : manuscript.,1,"Binding: 19th century half calf over marbled boards; spine with raised bands, gilt tooled compartments, and two gilt tooled red morocco labels: ""Gragas"" and ""Christin Kettr""."
1239666,Grágás : manuscript.,2,Manuscript note on title page stating that the contents were copied from the Arnamagnæan manuscript collection at the University of Copenhagen.
1239666,Grágás : manuscript.,3,Includes an index after Grágás section.
1290346,Über lateinischen Stil bei Hofr. Sauppe : manuscript.,1,Title from title page.
1290346,Über lateinischen Stil bei Hofr. Sauppe : manuscript.,2,Pages 147-154 are blank.
1290346,Über lateinischen Stil bei Hofr. Sauppe : manuscript.,3,"Binding: Contemporary half leather over mottled paper boards. Spine with gold tooled lettering: ""Sauppe. Über lateinischen Stil""."
1290348,Umschauh : gedichte : manuscript.,1,"Binding: contemporary calf over boards. Spine title: ""Kniep. Gedichte, 2."""
1290348,Umschauh : gedichte : manuscript.,2,Title from title page.
1290348,Umschauh : gedichte : manuscript.,3,"Presentation inscription at the top of first page: ""Presented to the Yale University Library, New Haven, Conn. by the author Karl Kniep, Newark, N.J., March 1913""."
1290402,"Georg Friedrich Meyer notebook containing works relating to geometry, surveying, and sundials : manuscript.",1,"Note on final leaf: ""Found in the ruins of a house torn down in the back part of North Carolina about 30 years since, or about AD 1820""."
1304247,"Einleitung zu den Komoedien des Publius Terentius Afer : Interpretation der Adelphi, Prof. Sauppe, Georgia Augusta : manuscript.",1,Title from title page.
1304247,"Einleitung zu den Komoedien des Publius Terentius Afer : Interpretation der Adelphi, Prof. Sauppe, Georgia Augusta : manuscript.",2,"Bookbinder's ticket affixed to the recto of the back free endpaper: ""Buchbinderei A. Oehlandt Berlin Behren Str 56""."
1304248,Lateinisch Grammatik von Professor Hermann Sauppe : manuscript.,1,Binding: quarter calf and marbled paper over boards.
1304248,Lateinisch Grammatik von Professor Hermann Sauppe : manuscript.,2,Title from title page.
1306931,"Il Nuovo Testamento del nostro signore Giesu Christo : in lingua Italiana Toscana-Romana moderna, traduttione nuova, e chiara ... : manuscript / fatta ... da Mattia Cramero ...",1,Title from first title page.
1306931,"Il Nuovo Testamento del nostro signore Giesu Christo : in lingua Italiana Toscana-Romana moderna, traduttione nuova, e chiara ... : manuscript / fatta ... da Mattia Cramero ...",2,"Title pages include partial date: ""A[nno]. 17--""."
1306931,"Il Nuovo Testamento del nostro signore Giesu Christo : in lingua Italiana Toscana-Romana moderna, traduttione nuova, e chiara ... : manuscript / fatta ... da Mattia Cramero ...",3,Binding: Contemporary half leather over marbled paper boards; spine with raised bands.
1311020,"Dialogorum de Trinitate libri duo : De Iusticia regni Christi, capitula quatuor : manuscript / per Michaelem Serveto, aliàs Reves, ab Aragonia Hispanum. Anno MDXXXII.",1,Title from title page.
1311020,"Dialogorum de Trinitate libri duo : De Iusticia regni Christi, capitula quatuor : manuscript / per Michaelem Serveto, aliàs Reves, ab Aragonia Hispanum. Anno MDXXXII.",2,"Binding: Contemporary full leather binding, with gilt and possibly silver stamp featuring intricate strapwork, a pair of birds, and a central bust of a classical emperor surmounted by the letters ""F I B"" on the front and back boards. The front cover is also stamped with a presentation inscription: ""Ihro Gnaden, dem Wohlgebohrnen Herrn Frantz Carl von Hollenstein &c. des Heil. Röm. Reichs-Rittern der Röm. Kaiserl. Majestät Raht, und wohlverordneten Ober-Kriegs-Commissario im Hertzogtum Schlesien. Meinem gnädigen Herrn. 1735."""
1311024,Collectanea genealogica Suecica : manuscript.,1,Title from inscription on front binder's blank recto.
1311024,Collectanea genealogica Suecica : manuscript.,2,"Binding: 19th century full red leather; monogram of le comte Riant surmounted by a crown stamped in gold in the center of the front and back panels; spine with raised bands and gold tooled filets and lettering. Spine title: ""Genealogia Sueciae Regum""."
1311024,Collectanea genealogica Suecica : manuscript.,3,No. 1 of 5 items bound together.
1311027,"Le Visioni di Santa Brigida di Suuetia : Cauate da i libri delle sue diuine reuelationi : manuscript / Opera di una monaca professa dell' istesso ordine per maggior commodità delle sorelle. A Maria Vergine, et alla istessa santa dedicata.",1,Title from first leaf.
1311027,"Le Visioni di Santa Brigida di Suuetia : Cauate da i libri delle sue diuine reuelationi : manuscript / Opera di una monaca professa dell' istesso ordine per maggior commodità delle sorelle. A Maria Vergine, et alla istessa santa dedicata.",2,Includes table of contents on six leaves at end.
1311027,"Le Visioni di Santa Brigida di Suuetia : Cauate da i libri delle sue diuine reuelationi : manuscript / Opera di una monaca professa dell' istesso ordine per maggior commodità delle sorelle. A Maria Vergine, et alla istessa santa dedicata.",3,"Colophon, leaf 317r."
1311027,"Le Visioni di Santa Brigida di Suuetia : Cauate da i libri delle sue diuine reuelationi : manuscript / Opera di una monaca professa dell' istesso ordine per maggior commodità delle sorelle. A Maria Vergine, et alla istessa santa dedicata.",4,"Binding: Contemporary red leather over wooden boards; front and back covers have blind tooled rules and rolls, with a central figure of a female saint and the letters ""M S B G"" tooled in gold; spine with raised bands and a blind tooled flower in each compartment; front edge originally had two leather straps with brass clasps, and is now lacking one strap and clasp. Later (19th century?) paper spine label with manuscript inscription: ""[illegible] S. Brigid. Cavate dei libri delle sue rivela[tion]. Opera di una monaca della ordine stisso[?] per comodite delle Sorelle 1626""."
1389968,"Africa in Haiti; a study of survivals and adaptations in the New World, by Louis C. Sudler.",1,Typescript.
1490538,A short history of the Old Cambridge Photographic Club. [Microform] By James A. Wells.,1,Typescript (carbon copy).
1496227,"Memoirs of Madam Maintenon, Mrs. of K. Lewis XIVth of France [microform]",1,Ms.
1496227,"Memoirs of Madam Maintenon, Mrs. of K. Lewis XIVth of France [microform]",2,Caption title.
1734437,"A catalogue of books, poems, tracts, and small detached pieces printed at the press at Strawberry-Hill belonging to the late Horace Walpole Earl of Orford manuscript / J. Baker, printer, Great Russel Street, Covent Garden.",1,"Manuscript copy; 'Introduction' neither signed nor dated. Unclear if this is a copy of the printed work, or a copy in Baker's hand."
1736512,French verses in the autograph of Thomas Gray / with translation and a note by Samuel Clegg [18th century].,1,"Papers formerly laid in suggest that there is a strong possibility that these poems are not Gray's compositions. (M.M. Smith, Index of English Literary Manuscripts, 20 March 1986). These papers identify the stanza labeled ""Ballet de la Paix"" as the chorus of Baucis et Philemon by Pierre-Charles Roy."
1736512,French verses in the autograph of Thomas Gray / with translation and a note by Samuel Clegg [18th century].,2,Title from title page.
1736512,French verses in the autograph of Thomas Gray / with translation and a note by Samuel Clegg [18th century].,3,Table of contents at beginning of mansucript.
1736512,French verses in the autograph of Thomas Gray / with translation and a note by Samuel Clegg [18th century].,4,Marbled endpapers.
1736512,French verses in the autograph of Thomas Gray / with translation and a note by Samuel Clegg [18th century].,5,In gilt on spine: Two French Poems. Manuscript of Thomas Gray.
1736512,French verses in the autograph of Thomas Gray / with translation and a note by Samuel Clegg [18th century].,6,Binding: half red morocco over cloth-covered boards. In gilt on front cover: Two French Poems. Manuscript of Thomas Gray.
1736783,"Pedigree showing descent of Lord and Lady Pomfret from King Edward I, circa 1750.",1,"Note, in 19th century hand, pasted on front flyleaf: From Horace Walpole's letters to Sir Hor. Mann, Sept. 1st, 1750, ""I have seen one [a pedigree] infinitely richer and better done, it is for my Lady Pomfret. She and my Lord both descend from King Edward I by his two Queens. The Pedigree is painted in a book; instead of a vulgar genealogical tree, she has devised a pine-apple plant, sprouting out of a basket on which is King Edward's head; on the leaves are all the intermediate arms."" v. 2, p. 222. 1857 ed."
1736783,"Pedigree showing descent of Lord and Lady Pomfret from King Edward I, circa 1750.",2,"Binding: full calf with marble endpapers; elaborately tooled in gilt with the initials ""HP"" tooled on front cover; new spine."
1738457,"A catalogue of the English portraits in the vellum volumes in the Library, 1774, at Strawberry Hill : those marked in the margin D are duplicates, 1774.",1,"Note on title page: ""Phillipps Ms 18494."" Also paper label with Phillipps number on spine."
1738457,"A catalogue of the English portraits in the vellum volumes in the Library, 1774, at Strawberry Hill : those marked in the margin D are duplicates, 1774.",2,"""1115"" in ink on front cover."
1738457,"A catalogue of the English portraits in the vellum volumes in the Library, 1774, at Strawberry Hill : those marked in the margin D are duplicates, 1774.",3,Original blue paper over limp boards.
1738457,"A catalogue of the English portraits in the vellum volumes in the Library, 1774, at Strawberry Hill : those marked in the margin D are duplicates, 1774.",4,"Title written in Horace Walpole's hand on spine: ""A catalogue of portraits in the library."""
1738457,"A catalogue of the English portraits in the vellum volumes in the Library, 1774, at Strawberry Hill : those marked in the margin D are duplicates, 1774.",5,"With a print tipped in before title page: Strawberry Hill : the seat of the Honourable Horace Walpole / Barrow del. ; Russell sculp. [London] : Publish'd as the act directs by Bellamy & Robarts, Novr. 1791."
1738457,"A catalogue of the English portraits in the vellum volumes in the Library, 1774, at Strawberry Hill : those marked in the margin D are duplicates, 1774.",6,"Note on front paste down: ""Bought this M.S. Catalogue (in the handwriting of Horace Walpole) Lot 1115 in the Print Sale of Horace Walpole's Collection sold by Robins at his Rooms, Piazza's Covent Garden 1842. T. Dodd."""
1738888,Journal of the printing-office at Strawberry Hill near Twickenham in Middlesex : manuscript.,1,"Title from text at head of page 1, in Walpole's hand."
1738914,"Letter books containing copies of letters to and from their agents, chiefly in Constantinople, 1632-1661.",1,Eight autograph letters signed to Sir. Andrew Rickard laid in v. 1.
1738917,"Journal de Madame du Deffand, 1779 July 1-1780 September 10.",1,Title from cover.
1738917,"Journal de Madame du Deffand, 1779 July 1-1780 September 10.",2,Final 206 pages blank. Bound in green vellum.
1738917,"Journal de Madame du Deffand, 1779 July 1-1780 September 10.",3,Formerly classed as: 49 2545 II.
1763612,"Recueil de lettres choisies de differentes personnes, 1739-1780 / transcribed by Jean-Francois Wiart.",1,Bound in vellum.
1763612,"Recueil de lettres choisies de differentes personnes, 1739-1780 / transcribed by Jean-Francois Wiart.",2,Includes an index.
1763612,"Recueil de lettres choisies de differentes personnes, 1739-1780 / transcribed by Jean-Francois Wiart.",3,Formerly classed as: 49 2545 V.
1763617,"Drawings of antiquities, coins, and heraldry, with copies of old records, [1715?]",1,Title from Hazen.
1763617,"Drawings of antiquities, coins, and heraldry, with copies of old records, [1715?]",2,Title from spine of case: Martin's commonplace book 1715.
1763617,"Drawings of antiquities, coins, and heraldry, with copies of old records, [1715?]",3,Signed on front pastedown: Tho. Martin de Thetford in agro Norfolcien 1715.
1763617,"Drawings of antiquities, coins, and heraldry, with copies of old records, [1715?]",4,Attributed to Martin by Hazen.
1763617,"Drawings of antiquities, coins, and heraldry, with copies of old records, [1715?]",5,"With the bookplates of Horace Walpole (2nd state) on recto of flyleaf and that of Lord Derby, on the verso of the front flyleaf, with shelf mark 91.D."
1763617,"Drawings of antiquities, coins, and heraldry, with copies of old records, [1715?]",6,Binding: Original panelled calf. In a dark brown leather slipcase.
1763619,"Common-place book, 1780-1783 / Hor. Walpole.",1,"Bound with a manuscript transcription, the title-page of which reads, ""Horace Walpole, Earl of Orford, His manuscript common-place book, containing anecdotes on art, men, women, and manners.1780-83"""
1763621,"A commonplace book of verses, stories, characters, letters, etc. etc. : with some particular memoirs of a certain parcel of people, 1740-[1763].",1,Bound in vellum.
1763623,"Poems and other pieces / by Horace Walpole, youngest son of Sir Robert Walpole, Earl of Orford. [Holograph], 1736-1756.",1,216 pages blank.
1763623,"Poems and other pieces / by Horace Walpole, youngest son of Sir Robert Walpole, Earl of Orford. [Holograph], 1736-1756.",2,Bound in vellum.
1763625,"Verses to Miss Lovelace on the death of her brother my Lord Lovelace, 1736.",1,"Transcribed by Horace Walpole with annotations, in his commonplace book of poems, pp. 1-4."
1763625,"Verses to Miss Lovelace on the death of her brother my Lord Lovelace, 1736.",2,"Published in Horace Walpole's Fugitive Verses, ed. Wilmarth Sheldon Lewis, 1931, pp. 103-5."
1763627,"Verses in memory of King Henry the Sixth, founder of King's College, Cambridge, 1738 February 2.",1,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 5-8."
1763627,"Verses in memory of King Henry the Sixth, founder of King's College, Cambridge, 1738 February 2.",2,"Published in Horace Walpole's Works, 1798, i. 1-3 and in Horace Walpole's Fugitive Verses, ed. Wilmarth Sheldon Lewis, 1931, pp. 1-5."
1763628,"To John Dodd Esq. at Billingbear on the death of Miss Griffin, 1738.",1,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 9-10."
1763629,"An epistle from Florence to Thomas Ashton Esq., tutor to the earl of Plimouth, 1739-1740.",1,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 11-26."
1763629,"An epistle from Florence to Thomas Ashton Esq., tutor to the earl of Plimouth, 1739-1740.",2,"Published in A collection of poems, ed. Dodsley, 1748, ii. 305; Horace Walpole's Works, 1798, i. 4-16; Horace Walpole's Fugitive Verses, ed. Wilmarth Sheldon Lewis, 1931, pp. 6-18."
1763630,"Inscription for the neglected column in the place of St. Mark at Florence, [1740].",1,"Transcribed by Horace Walpole, with annotations, in his commonplace book of poems, pp. 27-8."
1763630,"Inscription for the neglected column in the place of St. Mark at Florence, [1740].",2,"Published in Horace Walpole's Works, 1798, i. 17-8 and in Horace Walpole's Fugitive Verses, ed. Wilmarth Sheldon Lewis, 1931, pp. 21-2."
1763633,"To Zelinda, from Florence, [ca. 1740].",1,"Transcribed by Horace Walpole in his commonplace book of poems, pp. 30-2."
1763633,"To Zelinda, from Florence, [ca. 1740].",2,One page blank.
1763633,"To Zelinda, from Florence, [ca. 1740].",3,"Published in YWC, v. 39, Appendix 2."
1763635,"Sunday, or, The presence chamber : a town eclogue imitated from part of Virgil's Gallus, [ca. 1740].",1,1 page blank.
1763635,"Sunday, or, The presence chamber : a town eclogue imitated from part of Virgil's Gallus, [ca. 1740].",2,"Transcribed by Horace Walpole with annotations, in his commonplace book of poems, pp. 33-8."
1763635,"Sunday, or, The presence chamber : a town eclogue imitated from part of Virgil's Gallus, [ca. 1740].",3,Horace Walpole's note : This eclogue was wrote ... as a sequel to Lady Mary Wortley's Six.
1763636,"An epitaph : great without titles, good without pretence, 1741.",1,"Transcribed by Horace Walpole in his commonplace book of poems, p. 38."
1763638,"To the post-chaise that carries Lady Mary Wortley Montagu, 1741.",1,"Transcribed by Horace Walpole in his commonplace book of poems, p. 38."
1763638,"To the post-chaise that carries Lady Mary Wortley Montagu, 1741.",2,"Published in Yale Edition of Horace Walpole's correspondence, v. 14. 246-7."
1763641,"An address to Venus : General Churchill speaks, 1739.",1,"First line: O Venus, joy of man and gods."
1763641,"An address to Venus : General Churchill speaks, 1739.",2,"Transcribed by Horace Walpole in his commonplace book of poems, p. 39."
1763641,"An address to Venus : General Churchill speaks, 1739.",3,"An imitation of Horace, Odes I, xxx."
1763641,"An address to Venus : General Churchill speaks, 1739.",4,"Published in William's Works, ed. Jeffery, 1822, i. 234-6 and YWC, v. 37.76."
1763643,"Spectator see poor Charles at fifty four, [174-?].",1,"Transcribed by Horace Walpole in his commonplace book of poems, p. 39."
1763643,"Spectator see poor Charles at fifty four, [174-?].",2,Annotated by Horace Walpole: I have since learned that these lines were Mallet's and Lady Mary [Wortley Montagu] ... seized them for her own.
1763645,"Horace imitated : General Churchill speaks, 1741.",1,"Verse transcribed by Horace Walpole, with annotations, in his commonplace book of poems, p. 40."
1763645,"Horace imitated : General Churchill speaks, 1741.",2,"An imitation of Horace, Odes III, xxvi."
1763646,"Some fragments of a journey to Italy, [ca. 1740].",1,1 page blank.
