bib,title,note_num,note_text,original_type,reviewer_1_id,reviewer_1_review,reviewer_1_type,reviewer_1_rationale
17516960,Kosher Butchers Association sign.,1,28 x 35.4 cm.,o,zid,y,,
17516961,Cigarette card : union vs. non-union shops.,1,7.7 x 8 cm.,o,zid,y,,
17516962,Dobbs hats small sign.,1,12.5 x 21.5 cm.,o,zid,y,,
17516965,Children's shoes advertising sign.,1,11 x 7 inches.,o,zid,y,,
17516976,"Letter, Rebecca Greaves from Plenty River to England.",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516976,"Letter, Rebecca Greaves from Plenty River to England.",3,Text is difficult to read due to the script and the reverse side text showing through the front pages.,o,zid,y,,
17516977,Letter from John Hollway after arriving from England in Melbourne.,1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516978,"Shipboard letter from George Allen, voyage from England to Melbourne.",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516979,"Letter, Reuben Gatward to Polly : life on the goldfields.",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516980,"Letter, Reuben Gatward, Prahran, Melbourne to Polly, Luton, England.",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516981,"Shipboard diary, Walter Dutton, England to Australia, 1858.",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516982,"Letter from William to John Graham, Russell Creek, Victoria.",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516983,"Letter, Robert Beckett's migrant voyage on the clipper ship 'Underley', England to Melbourne, Australia.",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516984,"Alfred Elder shipboard diary on the Orient Line ship 'SS St Osyth', England to Australia.",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516985,"Diary written by Ally Heathcote on SS Northumberland, England to Melbourne : ""Steamship Northumberland : passage to Australia in 52 days : brief sketches of life on board a steam vessel"".",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516986,Diary written by Charles Care of his voyage from London to Melbourne on RMS Orient.,1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516987,"Diary of David Yuile, on the SS City of Dunedin and SS Albion, Scotland to Victoria, via New Zealand.",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516988,"Diary of M. P. O'Shea from the clipper ship Eastern City, Liverpool to Melbourne.",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516989,"Letter, from Thomasina Tye, England to Arthur Tye, Melbourne.",1,From collection: Diaries / Journals / Letters,o,zid,y,,
17516990,Caroline Chisholm scrapbook.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17516991,Emigration : its necessity and advantages.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17516992,The comic almanack and diary.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17516993,"A short guide for intending emigrants to Victoria, the garden state of Australia.",1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17516994,Victoria : the irrigated areas : information for prospective settlers.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17516995,Victoria for the settler : the irrigated areas.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17516996,Off to school in the Australian bush : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17516997,Stripping an average Australian wheat crop : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17516998,Harvest-time in Australia : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17516999,Breaking land for an orchard : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17517000,Timber tramway in a beautiful setting : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17517001,Mustering on a sheep station : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17517002,A teamster's camp in Australia carting wheat to a railway station : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17517003,Dairy farming in Australia.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17517003,Dairy farming in Australia.,2,Front cover features a Daryl Lindsay print of a pastoral scene with cows and gum trees.,o,zid,y,,
17517004,Wheat and sheep farming in Australia : Postcard.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17517005,Australia as I found it : being the actual experience of an English girl as told by herself.,1,From collection: Emigrant Guides and Promotional Material,o,zid,y,,
17517006,The peril of Melbourne.,1,From collection: White Australia,o,zid,y,,
17517007,"Passenger contract ticket : Carpentaria, Liverpool to Melbourne.",1,From collection: Tickets of Passage,o,zid,y,,
17517008,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [1].",1,From collection: Tickets of Passage,o,zid,y,,
17517009,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [2].",1,From collection: Tickets of Passage,o,zid,y,,
17517010,"Passenger contract ticket : steerage passage on the Orient Line ship SS Liguria, London to Melbourne.",1,From collection: Tickets of Passage,o,zid,y,,
17517011,"Passenger contract ticket : TSS Marathon, issued to E & J Brookfield, London to Melbourne.",1,From collection: Tickets of Passage,o,zid,y,,
17517012,"Passenger contract ticket : SS Benalla, issued to Hugh Clement & Walter Biddleston, London to Sydney.",1,From collection: Tickets of Passage,o,zid,y,,
17517013,"Passport for Setsutaro Hasegawa, Japanese migrant.",1,From collection: Personal Stories Collections,o,zid,y,,
17517014,Italian photography company leaflet [fragment].,1,From collection: Personal Stories Collections,o,zid,y,,
17517015,"Au crépuscule postcard : Lili Vrahamis to Letho Sigalas, Greece.",1,From collection: Personal Stories Collections,o,zid,y,,
17517016,"Au crépuscule postcard : Letho Sigalas to Lili Vrahamis, Cairo.",1,From collection: Personal Stories Collections,o,zid,y,,
17517017,"Chourmouze high school certificate, Lili Vrahamis, Athens.",1,From collection: Personal Stories Collections,o,zid,y,,
17517018,"Passport for Stanio Fancoff, Bulgaria.",1,From collection: Personal Stories Collections,o,zid,y,,
17517019,"Health certificate for Stanio Fancoff, Orient Line, Naples.",1,From collection: Personal Stories Collections,o,zid,y,,
17517025,"Diary of a voyage from Auckland, New Zealand to Liverpool on ship Phoenix (White Star Line) / by passenger William Hodkinson.",1,"Please note: Final page of this diary is torn, with material missing.",o,zid,y,,
17517061,Journal of Alfred Holt (Alfred Holt Shipping Co.) on a trip to the United States on ship Tagus.,1,"The author initially wrote only on the right side of the journal; when reaching the end of the journal, he turned it around and started using the left side of the journal.",o,zid,y,,
17517087,Letter describing a voyage to Australia.,1,From collection: Papers of John Hedges and Family,o,zid,y,,
17517088,Health officer's report at Port Jackson.,1,From collection: Papers of John Hedges and Family,o,zid,y,,
17517089,Passenger list.,1,From collection: Papers of John Hedges and Family,o,zid,y,,
17517090,Death and marriage certificates for the Hedges family.,1,From collection: Papers of John Hedges and Family,o,zid,y,,
17517091,Hedges family tree.,1,From collection: Papers of John Hedges and Family,o,zid,y,,
17517092,Will of John Hedges.,1,From collection: Papers of John Hedges and Family,o,zid,y,,
17517093,List of children of John Hedges and Harriet Elizabeth Sharp.,1,From collection: Papers of John Hedges and Family,o,zid,y,,
17517094,Life of John Hedges / [written by his descendants].,1,From collection: Papers of John Hedges and Family,o,zid,y,,
17517120,"Illustrated London news. No. 379, vol. XV.",1,Please note that some images have defective printing and so may appear blurry.,o,zid,y,,
17517123,Captain Dutton letters.,1,From collection: Records Regarding Emigrant Traffic,o,zid,y,,
17517124,Sailing bill of Allan Line Royal Mail Steamers.,1,From collection: Records Regarding Emigrant Traffic,o,zid,y,,
17517125,Leather bound notebook listing Allan Line sailing ships.,1,From collection: Records Regarding Emigrant Traffic,o,zid,y,,
17517126,Passenger list for RMS Victorian and log for RMS Grampian.,1,From collection: Records Regarding Emigrant Traffic,o,zid,y,,
17517127,Brochure for the Allan Line with interior photographs.,1,From collection: Records Regarding Emigrant Traffic,o,zid,y,,
17517128,Passenger list for Allan Line ship Tunisian and publicity brochure for Allan Line.,1,From collection: Records Regarding Emigrant Traffic,o,zid,y,,
17517129,Allan Line pamphlet with letters from successful emigrants in Canada.,1,From collection: Records Regarding Emigrant Traffic,o,zid,y,,
17517130,"Voyage ephemera regarding passenger Thomas Harper Sleigh who travelled from Liverpool to New York, Montreal, Halifax and Quebec.",1,From collection: Records Regarding Emigrant Traffic,o,zid,y,,
17517131,Steel engraved trade cards from the sample book of printers Waterlow and Allan Line.,1,From collection: Records Regarding Emigrant Traffic,o,zid,y,,
17517132,Letter written by an unnamed female passenger on board the ship Victorian.,1,From collection: Records Regarding Emigrant Traffic,o,zid,y,,
17517136,Ship papers of the Elizabeth Ann Bright and Spirit of the North.,1,From collection: Business Papers of Black Ball Line of Australia,o,zid,y,,
17517137,Ship papers of the Sydney Dacres.,1,From collection: Business Papers of Black Ball Line of Australia,o,zid,y,,
17517138,"Ship papers of the Castlemaine, Mayflower and Prince Consort.",1,From collection: Business Papers of Black Ball Line of Australia,o,zid,y,,
17517139,Ship papers of the Marco Polo.,1,From collection: Business Papers of Black Ball Line of Australia,o,zid,y,,
17517140,Ship papers of the May Flower.,1,From collection: Business Papers of Black Ball Line of Australia,o,zid,y,,
17517141,Ship papers of the Netherby.,1,From collection: Business Papers of Black Ball Line of Australia,o,zid,y,,
17517142,Ship papers of the Prince Consort.,1,From collection: Business Papers of Black Ball Line of Australia,o,zid,y,,
17517143,Ship papers of the Duke of Newcastle.,1,From collection: Business Papers of Black Ball Line of Australia,o,zid,y,,
17517144,Ship papers of the Runnymead.,1,From collection: Business Papers of Black Ball Line of Australia,o,zid,y,,
17517163,"Dr Duncan, medical officer of health : letter book, 1849-1853.",1,From collection: Letter Books of the Medical Officer of Health,o,zid,y,,
17517164,"Dr Duncan, medical officer of health : letter book, 1853-1859.",1,From collection: Letter Books of the Medical Officer of Health,o,zid,y,,
17517165,"Dr Duncan, medical officer of health : letter book, 1859-1864.",1,From collection: Letter Books of the Medical Officer of Health,o,zid,y,,
17517166,"Dr Trench, medical officer of health : letter book, 1864-1867.",1,From collection: Letter Books of the Medical Officer of Health,o,zid,y,,
17517167,"Dr Trench, medical officer of health : letter book, 1867-1872.",1,From collection: Letter Books of the Medical Officer of Health,o,zid,y,,
17517168,"Dr Trench and Dr Stopford Taylor, medical officer of health : letter book, 1872-1889.",1,From collection: Letter Books of the Medical Officer of Health,o,zid,y,,
17517174,"Canada settlers, 1817. Volume 1, A-Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517175,"Canada settlers, 1817. Volume 2, Public offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517176,"Canada settlers, 1818. [Part 1], Offices and individuals, A-I.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517177,"Canada settlers, 1818. [Part 2], Offices and individuals, J-W.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517178,"Canada and North America : settlers, 1819. Volume 1, A to L.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517179,"Canada and North America : settlers, 1819. Volume 2, M to Z and public offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517179,"Canada and North America : settlers, 1819. Volume 2, M to Z and public offices.",2,This volume includes searchable printed documents.,o,zid,y,,
17517180,"North American settlers and offices, 1820.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517180,"North American settlers and offices, 1820.",2,This volume includes searchable printed documents.,o,zid,y,,
17517181,"North American settlers, 1821.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517182,"North American settlers and offices, 1822.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517183,"North America settlers, 1823.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517184,"North America settlers, 1824.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517185,"North America settlers and offices, 1825.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517186,"First emigration to Canada (Irish) 1823. Volume 1, Mr Robinson superintendent correspondence 1823 to 1825.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517186,"First emigration to Canada (Irish) 1823. Volume 1, Mr Robinson superintendent correspondence 1823 to 1825.",2,This volume includes searchable printed documents.,o,zid,y,,
17517187,"Second emigration to Canada (Irish) 1825. Volume 2, Mr Robinson superintendent.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517187,"Second emigration to Canada (Irish) 1825. Volume 2, Mr Robinson superintendent.",2,This volume includes searchable printed documents.,o,zid,y,,
17517188,"North America 1826 : offices, settlers .",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517188,"North America 1826 : offices, settlers .",2,This volume includes searchable printed documents.,o,zid,y,,
17517189,"North American settlers, 1827. Volume 1, English and Scotch applicants, offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517189,"North American settlers, 1827. Volume 1, English and Scotch applicants, offices and individuals.",2,This volume includes searchable printed documents.,o,zid,y,,
17517190,"North American settlers, 1827. Volume 2, Irish applicants.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517191,North America : copy of Col. Cockburn's letter of 17 Sept. (see volume 17) with statements.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517192,"North American settlers, 1828.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517193,"Emigration : North America, 1828. [Part 1].",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517193,"Emigration : North America, 1828. [Part 1].",2,This volume includes searchable printed documents.,o,zid,y,,
17517194,"Emigration : North America, 1828 : offices and individuals, Mr. Buchanan (including MS. fair copy of pamphlet entitled 'Emigration practically considered'). [Part 2].",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517195,"North America, 1828 : offices and individuals, Mr. Buchanan. [Part 3].",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517196,"North America, 1829 : commander in chief, settlers A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517197,"Emigration : North America, 1829 : emigration societies, individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517197,"Emigration : North America, 1829 : emigration societies, individuals.",2,This volume includes searchable printed documents.,o,zid,y,,
17517198,"North American settlers, 1830 : emigration societies, individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517198,"North American settlers, 1830 : emigration societies, individuals.",2,This volume includes searchable printed documents.,o,zid,y,,
17517199,"North American settlers, 1830. Volume 1, Public offices and individuals, A-G.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517200,"North American settlers, 1831. Volume 2, Offices and individuals, miscellaneous H-Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517201,"Emigration, North America, 1830 and 1831 : Mr. Richard's mission.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517201,"Emigration, North America, 1830 and 1831 : Mr. Richard's mission.",2,This volume includes searchable printed documents.,o,zid,y,,
17517202,"Emigration, North America and Australia, 1830 and 1831. Volume 1, Commissioners and public offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517202,"Emigration, North America and Australia, 1830 and 1831. Volume 1, Commissioners and public offices.",2,This volume includes searchable printed documents.,o,zid,y,,
17517203,"Emigration, North America and Australia, 1830 and 1831. Volume 2, Miscellaneous individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517203,"Emigration, North America and Australia, 1830 and 1831. Volume 2, Miscellaneous individuals.",2,This volume includes searchable printed documents.,o,zid,y,,
17517204,"North American settlers, 1832 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517205,"Emigration, North America and Australia, 1832 : commissioners, public offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517206,"North American settlers, 1833 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517207,"Emigration, North America and Australia, 1833. Volume 1, emigration committee and agents.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517207,"Emigration, North America and Australia, 1833. Volume 1, emigration committee and agents.",2,This volume includes searchable printed documents.,o,zid,y,,
17517208,"Emigration, North America and Australia, 1833. Volume 2, Public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517208,"Emigration, North America and Australia, 1833. Volume 2, Public offices and A to Z.",2,This volume includes searchable printed documents.,o,zid,y,,
17517209,"North American settlers, 1834 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517209,"North American settlers, 1834 : offices and individuals.",2,This volume includes searchable printed documents.,o,zid,y,,
17517210,"Emigration, North America and Australia, 1834. Volume 1, Committee and agents, emigration committee, Mr Marshall, Mr Buchanan and the agents.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517210,"Emigration, North America and Australia, 1834. Volume 1, Committee and agents, emigration committee, Mr Marshall, Mr Buchanan and the agents.",2,This volume includes searchable printed documents.,o,zid,y,,
17517211,"Emigration, North America and Australia. Volume 2, Public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517211,"Emigration, North America and Australia. Volume 2, Public offices and A to Z.",2,This volume includes searchable printed documents.,o,zid,y,,
17517212,"North American settlers, 1835 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517213,"Emigration, North America and Australia, 1835. Volume I, Emigration committee, Mr Marshall, Mr Buchanan and the agents.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517213,"Emigration, North America and Australia, 1835. Volume I, Emigration committee, Mr Marshall, Mr Buchanan and the agents.",3,This volume includes searchable printed documents.,o,zid,y,,
17517214,"Emigration, North America and Australia, 1835. Volume 2, Public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517214,"Emigration, North America and Australia, 1835. Volume 2, Public offices and A to Z.",2,This volume includes searchable printed documents.,o,zid,y,,
17517215,"North America settlers, 1836 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517216,"Emigration, North America and Australia, 1836 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517216,"Emigration, North America and Australia, 1836 : offices and individuals.",2,This volume includes searchable printed documents.,o,zid,y,,
17517217,"Emigration, North America and Australia, 1837. Volume 1, Agent-General Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517217,"Emigration, North America and Australia, 1837. Volume 1, Agent-General Elliot.",2,This volume includes searchable printed documents.,o,zid,y,,
17517218,"Emigration, North America and Australia, 1837. Volume 2, Emigration agents and offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517218,"Emigration, North America and Australia, 1837. Volume 2, Emigration agents and offices.",2,This volume includes searchable printed documents.,o,zid,y,,
17517219,"Emigration, North America and Australia, 1837. Volume 3, Individuals A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517219,"Emigration, North America and Australia, 1837. Volume 3, Individuals A to Z.",2,This volume includes searchable printed documents.,o,zid,y,,
17517220,"Emigration, 1837 : miscellaneous offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517220,"Emigration, 1837 : miscellaneous offices and individuals.",2,This volume includes searchable printed documents.,o,zid,y,,
17517221,"Emigration, North America and Australia, 1838. Volume 1, January to May, Agent-General Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517221,"Emigration, North America and Australia, 1838. Volume 1, January to May, Agent-General Elliot.",2,This volume includes searchable printed documents.,o,zid,y,,
17517222,"Emigration, North America and Australia, 1838. Volume 2, June to August, Agent-General Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517222,"Emigration, North America and Australia, 1838. Volume 2, June to August, Agent-General Elliot.",2,This volume includes searchable printed documents.,o,zid,y,,
17517223,"Emigration, North America and Australia, 1838. Volume 3, September to December, Agent-General Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517223,"Emigration, North America and Australia, 1838. Volume 3, September to December, Agent-General Elliot.",2,This volume includes searchable printed documents.,o,zid,y,,
17517224,"Emigration, North America and Australia, 1838. Volume 4, Public offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517225,"Emigration, North America and Australia, 1838. Volume 5, Miscellaneous A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517225,"Emigration, North America and Australia, 1838. Volume 5, Miscellaneous A to Z.",2,This volume includes searchable printed documents.,o,zid,y,,
17517226,"North American settlers, 1837 and 1838.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517227,"Emigration, North America and miscellaneous, 1839 : Agent-General Elliot, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517227,"Emigration, North America and miscellaneous, 1839 : Agent-General Elliot, public offices and A to Z.",2,This volume includes searchable printed documents.,o,zid,y,,
17517228,"Emigration, Australia, 1839. Volume 1, January to May, Agent General Mr Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517228,"Emigration, Australia, 1839. Volume 1, January to May, Agent General Mr Elliot.",2,This volume includes searchable printed documents.,o,zid,y,,
17517229,"Emigration, Australia, 1839. Volume 2, June to August, Agent General Mr Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517229,"Emigration, Australia, 1839. Volume 2, June to August, Agent General Mr Elliot.",2,This volume includes searchable printed documents.,o,zid,y,,
17517230,"Emigration, Australia, 1839. Volume 3, September to December, Agent General Mr Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517230,"Emigration, Australia, 1839. Volume 3, September to December, Agent General Mr Elliot.",2,This volume includes searchable printed documents.,o,zid,y,,
17517231,"Emigration, Australia, 1839. Volume 4, Public offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517231,"Emigration, Australia, 1839. Volume 4, Public offices.",2,This volume includes searchable printed documents.,o,zid,y,,
17517232,"Emigration, Australia, 1839. Volume 5, Individuals, miscellaneous A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517232,"Emigration, Australia, 1839. Volume 5, Individuals, miscellaneous A to Z.",2,This volume includes searchable printed documents.,o,zid,y,,
17517233,"Emigration, Australia, 1840. Volume 1, January to April, Commissioners Elliot, Torrens and Villiers.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517233,"Emigration, Australia, 1840. Volume 1, January to April, Commissioners Elliot, Torrens and Villiers.",2,This volume includes searchable printed documents.,o,zid,y,,
17517234,"Emigration, Australia, 1840. Volume 2, May to December, Commissioners Elliot, Torrens and Villiers.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517234,"Emigration, Australia, 1840. Volume 2, May to December, Commissioners Elliot, Torrens and Villiers.",2,This volume includes searchable printed documents.,o,zid,y,,
17517235,"Emigration, Australia, 1840. Volume 3, Miscellaneous, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o,zid,y,,
17517235,"Emigration, Australia, 1840. Volume 3, Miscellaneous, public offices and A to Z.",2,This volume includes searchable printed documents.,o,zid,y,,
17517236,"Emigration, North America, 1840 : commissioners, public offices and A-Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o,zid,y,,
17517236,"Emigration, North America, 1840 : commissioners, public offices and A-Z.",2,This volume includes searchable printed documents.,o,zid,y,,
