bib,title,note_num,note_text,original_type,reviewer_1_id,reviewer_1_review,reviewer_1_type,reviewer_1_rationale
1230498,"Le coustumier c'est à diré les loix statuts & coûtumes de la ville et balliage de Lausanne : Contenu aux antiques droits et documents d'icelles reueu de nouveau par les commis tant de la ville et cité de Lausanne, des quatres parroisses de la Vaux, que de la ville d'Avenche, et lieux en dependants approuvé par les nobles citoyens bourgeois et communiers des dits lieux : manuscript.",3,"Colophon inscribed: ""Achevè de copié le present plaid general le 19 [Decem]bre 1703 par Jacob Pasteur Citoyen de Geneve & de Lausan[n]e"".",w,dm,y,,
1238761,Semitic tetrapla of Matthiew : manuscript / A. B. Chapman.,2,"Inscribed on inside front cover: ""Begun July 1893"". Inscribed at foot of final page: ""Finished Sept. 7/96"".",w,dm,y,,
1239666,Grágás : manuscript.,3,Includes an index after Grágás section.,w,dm,y,,
1306931,"Il Nuovo Testamento del nostro signore Giesu Christo : in lingua Italiana Toscana-Romana moderna, traduttione nuova, e chiara ... : manuscript / fatta ... da Mattia Cramero ...",2,"Title pages include partial date: ""A[nno]. 17--"".",w,dm,y,,
1311027,"Le Visioni di Santa Brigida di Suuetia : Cauate da i libri delle sue diuine reuelationi : manuscript / Opera di una monaca professa dell' istesso ordine per maggior commodità delle sorelle. A Maria Vergine, et alla istessa santa dedicata.",2,Includes table of contents on six leaves at end.,w,dm,y,,
1736512,French verses in the autograph of Thomas Gray / with translation and a note by Samuel Clegg [18th century].,1,"Papers formerly laid in suggest that there is a strong possibility that these poems are not Gray's compositions. (M.M. Smith, Index of English Literary Manuscripts, 20 March 1986). These papers identify the stanza labeled ""Ballet de la Paix"" as the chorus of Baucis et Philemon by Pierre-Charles Roy.",w,dm,y,,
1736512,French verses in the autograph of Thomas Gray / with translation and a note by Samuel Clegg [18th century].,3,Table of contents at beginning of mansucript.,w,dm,y,,
1763612,"Recueil de lettres choisies de differentes personnes, 1739-1780 / transcribed by Jean-Francois Wiart.",2,Includes an index.,w,dm,y,,
1763617,"Drawings of antiquities, coins, and heraldry, with copies of old records, [1715?]",4,Attributed to Martin by Hazen.,w,dm,y,,
1763625,"Verses to Miss Lovelace on the death of her brother my Lord Lovelace, 1736.",2,"Published in Horace Walpole's Fugitive Verses, ed. Wilmarth Sheldon Lewis, 1931, pp. 103-5.",w,dm,y,,
1763627,"Verses in memory of King Henry the Sixth, founder of King's College, Cambridge, 1738 February 2.",2,"Published in Horace Walpole's Works, 1798, i. 1-3 and in Horace Walpole's Fugitive Verses, ed. Wilmarth Sheldon Lewis, 1931, pp. 1-5.",w,dm,y,,
1763629,"An epistle from Florence to Thomas Ashton Esq., tutor to the earl of Plimouth, 1739-1740.",2,"Published in A collection of poems, ed. Dodsley, 1748, ii. 305; Horace Walpole's Works, 1798, i. 4-16; Horace Walpole's Fugitive Verses, ed. Wilmarth Sheldon Lewis, 1931, pp. 6-18.",w,dm,y,,
1763630,"Inscription for the neglected column in the place of St. Mark at Florence, [1740].",2,"Published in Horace Walpole's Works, 1798, i. 17-8 and in Horace Walpole's Fugitive Verses, ed. Wilmarth Sheldon Lewis, 1931, pp. 21-2.",w,dm,y,,
1763633,"To Zelinda, from Florence, [ca. 1740].",3,"Published in YWC, v. 39, Appendix 2.",w,dm,y,,
1763638,"To the post-chaise that carries Lady Mary Wortley Montagu, 1741.",2,"Published in Yale Edition of Horace Walpole's correspondence, v. 14. 246-7.",w,dm,y,,
1763641,"An address to Venus : General Churchill speaks, 1739.",1,"First line: O Venus, joy of man and gods.",w,dm,y,,
1763641,"An address to Venus : General Churchill speaks, 1739.",3,"An imitation of Horace, Odes I, xxx.",w,dm,y,,
1763641,"An address to Venus : General Churchill speaks, 1739.",4,"Published in William's Works, ed. Jeffery, 1822, i. 234-6 and YWC, v. 37.76.",w,dm,y,,
1763645,"Horace imitated : General Churchill speaks, 1741.",1,"Verse transcribed by Horace Walpole, with annotations, in his commonplace book of poems, p. 40.",w,dm,y,,
1763645,"Horace imitated : General Churchill speaks, 1741.",2,"An imitation of Horace, Odes III, xxvi.",w,dm,y,,
1763646,"Some fragments of a journey to Italy, [ca. 1740].",2,"Description in prose, transcribed by Horace Walpole's in his commonplace book of poems, pp. 40-2.",w,dm,y,,
1763652,"An advertisement : to be seen alive at the Devil Tavern in Fleet Street just arrived from Lapland, 1742.",1,"Horace Walpole's pretended advertisement of the She-Witch from Lapland published in the Daily Advertiser, 28 December 1741.",w,dm,y,,
1763653,"The lessons for the day, 1742.",2,"Published in London : W. Webb, 1742.",w,dm,y,,
1763658,"Aedes Walpolianae : a sermon on painting, 1742.",2,"Published in the Aedes Walpolianae, 1747 [i.e. 1748].",w,dm,y,,
1763659,"Thamas Kouli Kan, Schah Nadir : to Henry Clinton earl of Lincoln, 1743.",2,Published in YWC 18.167-8.,w,dm,y,,
1763661,"A fairy tale, 1743.",1,Describes marriage of Lepell Hervey and Constantine Phipps.,w,dm,y,,
1763661,"A fairy tale, 1743.",3,Excerpt printed in YWC 17.274n.,w,dm,y,,
1763663,"The dear witches : an interlude being a parody on some scenes of Macbeth, 1743.",2,"Printed in Old England, June 18, 1743 (no. 20). A copy of the newsprint (first leaf) is inserted inside back cover.",w,dm,y,,
1763664,"Patapan, or, The little white dog : a tale from Fontaine, 1743.",1,Published in YWC 30. Appendix 1.287-306.,w,dm,y,,
1763667,"Old England, or The Constitutional Journal, 1743 October 22.",3,"""(No. 38).""",w,dm,y,,
1763669,"Little Peggy : a prophetic eclogue in imitation of Virgil's Pollio, 1743 November.",2,Published in YWC 30.307-10.,w,dm,y,,
1763671,"Verses addressed to the House of Lords on its receiving a new peer, 1744.",3,Published in YWC 18.357-8.,w,dm,y,,
1763672,"Imitation of the first scene of the second act of Corneille's Cinna, 1744.",1,"A satire on Henry Pelham, John Selwyn and Richard Arundel, transcribed by Horace Walpole, with annotations, in his ommonplace book of poems, pp. 123-34.",w,dm,y,,
1763673,"A scheme for raising a large sum of money for the use of the government, by laying a tax on message cards and notes, 1746.",2,Satirizes the fashionable practice of sending written messages on the most trivial occasions.,w,dm,y,,
1763673,"A scheme for raising a large sum of money for the use of the government, by laying a tax on message cards and notes, 1746.",3,"Published in The Museum, April 12, 1746 (no. 2).",w,dm,y,,
1763674,"Advertisement of a new book ... The history of good breeding, 1741.",3,"Published in: The Museum, No. 5, 1746.",w,dm,y,,
1763686,"Verses occasioned by a late will, 1746.",2,"Published in The London Evening Post, June 26, 1746 (no. 2908).",w,dm,y,,
1763692,"The beauties : an epistle to Eckardt, the painter, 1746 July.",2,Published in the YWC 30. Appendix 4.324-9.,w,dm,y,,
1763692,"The beauties : an epistle to Eckardt, the painter, 1746 July.",3,"Originally published ""without the author's knowledge"" in 1746 by M. Cooper.",w,dm,y,,
1763699,"A parallel of Sir Robert Walpole and Mr. Pelham, 1747.",4,"Published in Memoirs of King George II, 1985 ed. John Brooke, i. 153-7.",w,dm,y,,
1763700,"A letter to the Right Honorable Lady Caroline Fox, 1748.",2,"Published in The World, January 1757. Also in YWC 30. Appendix 6, entitled ""Walpole's character of Henry Fox, 1748.""",w,dm,y,,
1763806,"Mac-Hack-Shock-Knock-O-Thunder-Blood : late king of the Mohocks to Richard Rigby, 1748.",2,Published in YWC 30. Appendix 5: Walpole's letter from the King of the Mohocks to Richard Rigby.,w,dm,y,,
1763810,"Speech in the House of Commons for an address to the king, 17 January 1751.",2,"Published in Memoirs of King George II, 1985, ed. John Brooke, iii, Appendix 4.154-8.",w,dm,y,,
1763811,"Epigram on Admiral Vernon presiding over the herring fishery, [1750].",2,Published in Horace Walpole's Works i. 30.,w,dm,y,,
1763813,"Epigram, 1750.",1,First line: When Whitfield preaches and when Whiston writes.,w,dm,y,,
1763813,"Epigram, 1750.",3,Published in YWC 20.134.,w,dm,y,,
1763816,"The funeral of the lioness : a fable imitated from La Fontaine, 1751.",2,"Published in Horace Walpole's Works, 1798, iv. 377-80.",w,dm,y,,
1763816,"The funeral of the lioness : a fable imitated from La Fontaine, 1751.",3,Photostat of a copy in the Merritt Collection at Harvard is filed in Horace Walpole Mss. Verse.,w,dm,y,,
1763818,"The World : [contributions in] nos. 6, 8, 10, 14, 28, 1753.",2,"Includes: no. 6, 8 Feb. 1753, on the theatre; no. 8, 22 Feb 1753, on theodore, Prince of Corsica; no. 10, 8 Mar 1753, on festivals and holidays; no. 14, 5 Apr 1753, on letter-writing; and no. 28, 12 Jul 1753, on loving older women.",w,dm,y,,
1763822,"The entail : a fable, 1754 July.",2,"Published in Horace Walpole's Works, 1798, i. 28-9.",w,dm,y,,
1763826,"The World : [contributions in] no. 103, 1754 December.",2,"Published in The World, Dec 19, 1754, on the politeness of a nation, and Horace Walpole robbed by James Maclaine.",w,dm,y,,
1763830,"The World : [contributions in] nos. 160 and 195, 1756.",1,"Includes no. 160, Jan 22, 1756 on licentiousness and no. 195, Sep 23, 1756 on suicide.",w,dm,y,,
1763835,"Memoires of the rebellion in 1745, or, A review of the transactions that preceded it and contributed to its rise, [1746?].",2,Contains notes on the Jacobite rebellion.,w,dm,y,,
1763839,"Some memoirs of public affairs from the Declaration of the war with Spain ..., [1746?].",3,"Contains Horace Walpole's notes for his Memoirs for the Declaration of the War with Spain which was published in Horace Walpole's Memoirs of King George II, ed. John Brooke, 1985, iii. Appendix 1, pp. 123-39.",w,dm,y,,
1763840,"Letter to Horace Walpole / Mrs. Porter, [1738?].",1,"Dated conjecturally by the reference to the 'ingenious paper' which may have been, as Toynbee suggests, the 'essay' on Mrs Porter as Clytemnestra in James Thomson's Agamemnon, referred to in Thomas Gray to Horace Walpole 23 Feb. 1738 (GRAY i. 151 and n. 2). Mrs Porter played Clytemnestra at the first performance of Agamemnon 6 April 1738 at Drury Lane (London Stage Pt III, ii. 710). Walpole had apparently written to Gray on the subject while the play was in rehearsal. Address: To the Honourable Horace Walpole.",w,dm,y,,
1763840,"Letter to Horace Walpole / Mrs. Porter, [1738?].",2,"Printed in Yale Edition of Horace Walpole's Correspondence, v. 40, p. 27.",w,dm,y,,
1763844,"Old England, or, The Constitutional Journal, or, The Broadbottom Journal : Saturday, June 18, 1743 (no. 20).",1,Includes: The Dear witches by Horace Walpole.,w,dm,y,,
1763846,Political papers [1747-1753] / written by Horace Walpole ... [Holograph],3,"Fifteen of the papers were printed in Old England, three in the Remembrancer.",w,dm,y,,
1774428,"An explanation of several of Mr. Hogarth's prints, 1785.",1,Typescript available at the Lewis Walpole Library (75 H67 S785).,w,dm,y,,
1774854,"Memoranda for additions to Lord Orford's Anecdotes of painting in England / H.E., 1822.",4,"The copy of Walpole's Anecdotes of Painting, with Musgrave's annotations, is held by the British Museum.",w,dm,y,,
11450167,"Ledger book for an unidentified chandlery in New Haven, Connecticut, 1819-1830.",1,Partial list of customers laid in.,w,dm,y,,
11622797,"Billheads recording clothing purchased by Robert W. Stevenson from E. & S.R. Richards, clothiers, London.",1,"The engraved billhead, featuring an image of the royal arms of Great Britain, reads: ""Bot. of E & S.R. Richards, clothiers, outfitters, woolen drapers, and contractors. 96 High Street, Islington Green, N., and 94, Strand, W.C. Terms cash. Established 1851."" The words ""juvenile clothiers"" appear beneath the royal arms.",w,dm,y,,
11623220,"Entwurf einer Gruppe von Kleinwohnungen, 1909.",1,Cover title: Staatsprüfungsarbeit.,w,dm,y,,
11625077,"Observation sur une rupture transversale de la matrix, 1804.",1,"Manuscript dated ""six vendémiaire an XII.""",w,dm,y,,
11638659,"[Billhead of Swaine, Alport & Lowthian, distillers, London, recording gin purchased by Thomas Tebbitt, 1828]",1,"The engraved billhead, featuring a small image of a distillery furnace, reads: ""Bot. of Swaines, Alport & Lowthian, distillers, No. 1, Holborn Bridge. Importers of foreign wines, brandy, rum, &c.""",w,dm,y,,
11638659,"[Billhead of Swaine, Alport & Lowthian, distillers, London, recording gin purchased by Thomas Tebbitt, 1828]",2,"The engraving is signed: ""Silvester sc., 27, Strand."" The engraver Richard Silvester was active at this address (see British Book Trade Index).",w,dm,y,,
11640960,"[Billhead of J. Cardno & Co., grocers in Fraserburgh, Scotland, recording purchases by Mr. Cheyne, 1913 : with advertisement for Colman's Mustard].",1,"""Bought of J. Cardno & Co., family grocers, tea, wine & spirit merchants, 9, Commerce Street, Fraserburgh.""",w,dm,y,,
11640960,"[Billhead of J. Cardno & Co., grocers in Fraserburgh, Scotland, recording purchases by Mr. Cheyne, 1913 : with advertisement for Colman's Mustard].",2,"The top of the billhead features a large advertisement, printed in black, red, and yellow, for Colman's Mustard, with an illustration of a tin of Colman's Mustard.",w,dm,y,,
11641080,"[Billhead of J.R. Taylor & Sons, butchers in Bournemouth and Westbourne, for purchases made by the late Rev. Sawyer, of Heather Lodge, 1913].",1,"""Dr. to J.R. Taylor & Sons, purveyors. Telephone no. 309. 22 & 24 Commercial Road, Bournemouth. Also as 6 Park Terrace, Westbourne.""",w,dm,y,,
11641080,"[Billhead of J.R. Taylor & Sons, butchers in Bournemouth and Westbourne, for purchases made by the late Rev. Sawyer, of Heather Lodge, 1913].",4,"The Reverend Duncombe Herbert Sawyer died on August 30, 1913. See: Cambridge University Alumni, 1261-1900.",w,dm,y,,
11641106,"[Billhead of S.G. Morrison, general merchant in Fraserburgh, for purchases made by Mr. Bird, 1911 : with advertisement for Lipton's Tea]",1,"""Bought of S.G. Merchant, general merchant, 2 & 7 Cross Street, Fraserburgh""",w,dm,y,,
11641106,"[Billhead of S.G. Morrison, general merchant in Fraserburgh, for purchases made by Mr. Bird, 1911 : with advertisement for Lipton's Tea]",2,The top of the billhead features a large advertisement for Lipton's tea.,w,dm,y,,
11641276,"[Billhead of J. Fallon & Co., fish merchant, Leek, Staffordshire, for purchases made by Mr. Russell, 1887].",1,"""Bot. of J. Fallon & Co., fish, fruit, game & poultry salesmen, oyster merchants, &c. 8, Stockwell Street, Leek.""",w,dm,y,,
11645174,"Letter : to David Bailie Warden, [1835?].",1,Accompanied by typed translation into English.,w,dm,y,,
11645304,[Receipt for three boxes of tea to be shipped on board the Union],1,"On verso: ""Receipt of Mas. Hore, London, 5 Septr. 1835.""",w,dm,y,,
11645487,"Billhead of John Connell, cheesemonger, Edinburgh, for purchases made by Mr. Cadell, 1829.",1,"""Bot. of John Connell (late John Jamesen &c.) cheesemonger. Hams, cheese, butter, tongues, Bristol, pickled. Tripe &c. carefully packed for the East & West Indies. Also a great variety of rich sauces, pickles &c. Fine parmasan and gruyer cheese.""",w,dm,y,,
11645487,"Billhead of John Connell, cheesemonger, Edinburgh, for purchases made by Mr. Cadell, 1829.",2,"Signed ""C. Thomson sc."" The engraver is probably Charles Thomson, who traded at 19 Shakspeare Square, Edinburgh, at this time.",w,dm,y,,
11646641,"[Billhead of Francis Hordern, chemist, druggist, and grocer, of Cheadle, for purchases made by Thomas Honeyborne, 1823]",1,"""Cheadle. Bought of Francis Hordern, chemist, druggist, and grocer, vender of patent medicines, &c. Physician's and family prescriptions carefully prepared. Drinks for horses & cows. East India Tea Warehouse.""",w,dm,y,,
11646641,"[Billhead of Francis Hordern, chemist, druggist, and grocer, of Cheadle, for purchases made by Thomas Honeyborne, 1823]",2,"The buyer is presumably Thomas Honeyborne, of Woodhead Hall, Cheadle.",w,dm,y,,
11646762,"[Billhead of Thomas Maskery, confectioner, baker, and flour dealer, of Leek, for purchases made by Mr. Matthew, 1884]",1,"""Leek, January 25, 1884. To the executors of the late Mr. Matthew, Redfern, Bradnop.""",w,dm,y,,
11646762,"[Billhead of Thomas Maskery, confectioner, baker, and flour dealer, of Leek, for purchases made by Mr. Matthew, 1884]",2,"""D. to T. Maskery, confectioner, baker, flour dealer, &c., established 1796.""",w,dm,y,,
11646762,"[Billhead of Thomas Maskery, confectioner, baker, and flour dealer, of Leek, for purchases made by Mr. Matthew, 1884]",3,"The 1881 census records Thomas Maskery as a confectinoer at Leek, aged 45.",w,dm,y,,
11646918,"[Billhead of J. Campbell & Son, fleshers, of Oban, Scotland, for purchases made by the Lorn Combination Poorhouse, 1869-1870].",1,"""George Street, Oban, [April 25], 186[70], [Lorn Combination Poor House]. Bought of J. Campbell & Son, fleshers.""",w,dm,y,,
11647068,"[Billheads of Edward Petty and William Wood, grocers, of London, for purchases made by Colonel Alexander Campbell, 1822]",1,"""[Alexr. Campbell] London [January 22nd, 1822]. Bought of Edwd. Petty & Wm. Wood, grocers & tea dealers, 53, Threadneedle Street. Fish sauce, pickle, oil, & Italian warehouse.""",w,dm,y,,
11647163,"[Billhead of Spencer & Co., general retailer in Madras, for purchases made by J.J. Sinclair, 1920].",1,"""To Spencer & Co. Ltd. Head office: Madras. London office 57/8 Broad St. Avenue.""",w,dm,y,,
11647163,"[Billhead of Spencer & Co., general retailer in Madras, for purchases made by J.J. Sinclair, 1920].",2,"The billhead is addressed at top, in typescript, to ""J.J. Sinclair esq., Aros, Yercaud, Salem Dt."" and dated ""30th April, 1920.""",w,dm,y,,
11647163,"[Billhead of Spencer & Co., general retailer in Madras, for purchases made by J.J. Sinclair, 1920].",3,"J.J. Sinclair arrived in India 1877 and was a founding partner in the firm of Sinclair, Murray, & Co. See: The cyclopedia of India (1907-1909).",w,dm,y,,
11648034,"Billhead of Battle-Bridge Brewhouse, London, for purchases made by Mr. Gibbs, 1808.",1,"""Battle-Bridge Brewhouse, Maiden-Lane, Islington. Received this [23d] day of [Feby.] 180[8], of Mr. [Gibbs] the sum of [five] shillings, for [(illegible) of table] beer. For William Tidd, [J. Hansell (?)].""",w,dm,y,,
11648034,"Billhead of Battle-Bridge Brewhouse, London, for purchases made by Mr. Gibbs, 1808.",2,"""You are requested not to pay without a printed receipt. Please to order the drayman to take away the empty cask.""",w,dm,y,,
11648034,"Billhead of Battle-Bridge Brewhouse, London, for purchases made by Mr. Gibbs, 1808.",3,"The reverse notes receipt of payment on February 23, 1808.",w,dm,y,,
11648310,"[Bill of receipt by Nicholas Watson, on behalf of his mother Ann Watson, for the purchase of coffee and sugar by Mrs. De Sausmarez, 1793].",1,"""Mrs. De Sausmarez, bot. of Ann Watson.""",w,dm,y,,
11648310,"[Bill of receipt by Nicholas Watson, on behalf of his mother Ann Watson, for the purchase of coffee and sugar by Mrs. De Sausmarez, 1793].",2,"The buyer may be Martha De Sausmarez, wife of James Sausmarez, 1st Baron de Saumarez (1757-1836).",w,dm,y,,
11648468,"[Permit for Thomas Cooper to receive one cask of foreign brandy, 1809]",1,"""Permit [Tho. Cooper Esq., Jermyn Street], to receive [one] casks of foreign [brandy, qty ten] gallons no., as under part of the stock of [goods condemnd], witness my hand this [twenty second] day of [July], 18[09]. This permit to be in force [two hours] for the goods being sent out of [Excise Office] stock & [two hours] more for the same being delivered and received into Mr [Cooper's] stock. [Tho. Ball]. The above goods sent by [coach].""",w,dm,y,,
